"Índice de Risco de Impacto para temperatura (média)","Índice de Risco de Impacto para temperatura (mediana)","Índice de Risco de Impacto para temperatura (PCA)"
0.430487579706198,0.41,0.570035887634167
0.415263349760043,0.31,0.546387649947794
0.556197968401305,0.528768277474909,0.703081607110507
0.559625570588946,0.63,0.745637902286976
0.539898134658497,0.657316462644897,0.689644224158521
0.472493616519779,0.443447163546614,0.620556949248564
0.563049819816582,0.567870802639442,0.726618213429438
0.4792786598098,0.43,0.625642683096958
0.643412328078496,0.658849827034548,0.841609007680943
0.569618703744172,0.681424706825744,0.78137591356892
0.510400172690959,0.543384986878183,0.702816372970084
0.457183888736494,0.53,0.621505069316727
0.62421824338969,0.66,0.814591947321566
0.552139434277369,0.478912125499087,0.757703099155621
0.301855168581609,0.36,0.413125252281036
0.648955528558075,0.65,0.845601578540788
0.6099921477354,0.6,0.804900604676688
0.309407775711863,0.27,0.407945588965973
0.414275412638622,0.352417676676412,0.515422596730098
0.31269232982993,0.414605687842609,0.356781582987779
0.307523647577528,0.275049147681572,0.386483307085547
0.589223027690343,0.73,0.807029452476183
0.533522617660291,0.620577830525563,0.731037482499738
0.271416450038013,0.263494589753419,0.339068008367788
0.581492734756898,0.53,0.75794795612078
0.48164293965659,0.47,0.648702453084033
0.366558798696688,0.328999955689583,0.461847540299026
0.443724535807424,0.45,0.594323477214725
0.549416320909278,0.7,0.758002492815544
0.534692365073672,0.456363152423413,0.729173793470758
0.525700749964305,0.429602249892914,0.643077920526429
0.444401845821632,0.34,0.58678775015878
0.639501321562718,0.474036024595083,0.883713498887922
0.636100218800348,0.591942187507256,0.863275305147279
0.756646647187284,0.844613350466871,1
0.670117401859719,0.65,0.859771484635077
0.547651667882551,0.52,0.717165456669034
0.504448078619956,0.46,0.651156935527273
0.638507538131399,0.68,0.854129928951194
0.628709827079401,0.723127265735973,0.838349760171319
0.546550692741153,0.49,0.716375401464346
0.620835848683695,0.69,0.823503045034718
0.549217426555618,0.66,0.745155672044081
0.584963848603911,0.71,0.796478201964924
0.305194261754561,0.106203276098276,0.373583547619069
0.437246430583102,0.482104480396412,0.535541483563667
0.578958059307683,0.57,0.754409258364997
0.372909305787752,0.42196267122956,0.475747450763583
0.360482984133643,0.349285908614439,0.421113695758498
0.348199919468294,0.44,0.480182598816967
0.518642589015843,0.459277905410012,0.685225373784697
0.368226584742359,0.346039113389018,0.496921719029678
0.576730697080095,0.584336592607525,0.738533953253865
0.305134714945748,0.178404195763159,0.385431067466285
0.249036933809008,0.205930078238184,0.250931084089159
0.557376376147613,0.525867988018825,0.723224080755345
0.377969966254547,0.505869940048927,0.403556287816681
0.385449910498528,0.45,0.487601472033822
0.624437126563844,0.577362831463736,0.843469923504706
0.442034650821041,0.481928595435013,0.608119025671636
0.536634835748182,0.62,0.677719472688733
0.436888929132116,0.45,0.597308021742684
0.32106768165785,0.26403465027166,0.397913048068066
0.265846298585362,0.327258264576077,0.293333081450986
0.668874684271971,0.646087920633855,0.876194206400283
0.388854432196389,0.462944177246675,0.459486625237762
0.624972386302656,0.579690251500947,0.793762773497686
0.363899448529422,0.254304134743393,0.44193738408249
0.428992760958507,0.447028586852511,0.491135356214217
0.617385144290738,0.576797097964949,0.824738971469683
0.601765431844575,0.59,0.785933128466793
0.462976767644582,0.488302990730026,0.615972967316616
0.392604984499149,0.39,0.509123055431074
0.362700299255737,0.36,0.444504986951499
0.39331068947778,0.48198014457691,0.453723251460987
0.238383982155847,0.236379918079581,0.271910781165462
0.542364685074495,0.543091059365454,0.688331014476653
0.418656300888622,0.4,0.558653756189568
0.40293541031176,0.457145193966317,0.461302972620532
0.438057853389126,0.36,0.577472247183911
0.303370980342233,0.330614762268314,0.364638122766592
0.309000575716257,0.407512900557696,0.341797710718065
0.244366450013395,0.231734989432097,0.280161520301222
0.53323977578168,0.625433891772138,0.726497335524459
0.287353807056756,0.255890075181129,0.38236049652596
0.457209140274531,0.49,0.609588703370844
0.427443095774198,0.45,0.57847424513429
0.454384596657018,0.465345637647618,0.583357990809446
0.697303872689806,0.639963261355104,0.91224278245624
0.31083970222595,0.227651883246264,0.36605313827453
0.363900691804117,0.359900369137636,0.480257450396948
0.473895832012917,0.487579610336193,0.611311342346872
0.526823249644927,0.732262624141766,0.750649767359056
0.438898609423251,0.373969700147689,0.604272560487569
0.354257047787018,0.37,0.471135737307433
0.435530830561307,0.442274690936679,0.561031815095421
0.417134414269084,0.388547030468938,0.551248936820985
0.463084090192609,0.484380073627408,0.551096569419944
0.40221817688444,0.462557283698149,0.513331278136367
0.471924423138112,0.374741822530799,0.594074121531464
0.409147939009436,0.438119226780831,0.534955180580543
0.390370787318248,0.29,0.457048693199757
0.606407884601312,0.65,0.77109936435941
0.491439526927701,0.406968322472652,0.59327463093649
0.578118271121171,0.597256702204477,0.752154761712865
0.426947353072176,0.45,0.555623325400513
0.521536228664773,0.352994381099848,0.726415042851699
0.493111722906187,0.489901201803764,0.620677148620857
0.541965154073104,0.449305068687935,0.687159543502684
0.310936740246128,0.216423341235221,0.36754454327425
0.43988044930434,0.45,0.557341248649967
0.151687771355789,0.214334413466558,0.160007450981826
0.212993191453265,0.295271600861328,0.232124260955909
0.31373623097609,0.32092806174826,0.373130318761115
0.564054317850558,0.495566100371849,0.762295469563714
0.481940321674454,0.54,0.637284883415533
0.353568501536292,0.287760023942197,0.495834716694845
0.316156087423031,0.253119313546153,0.435297871111009
0.435657383653101,0.368507256631166,0.615240895547365
0.320445334933887,0.32,0.407963193083138
0.242343839273891,0.26669149931517,0.339853710272359
0.555393216947153,0.54,0.726998965331738
0.462271062330591,0.516515616380802,0.542485434652714
0.529488986332694,0.506349101549091,0.671498887995641
0.495149111344988,0.46,0.608435443454332
0.524372776660361,0.479500358589768,0.686470025855855
0.524226133338945,0.519109622956406,0.680911766583072
0.54458011165611,0.520353225119506,0.70708504550248
0.340825772752723,0.289259685942352,0.425098295865283
0.357775289214709,0.48,0.502570366483942
0.519447760829835,0.501936494557191,0.672538684864755
0.604921252094387,0.59,0.788528319907793
0.374252226989425,0.33158518524276,0.494565306591222
0.321944771712338,0.41,0.449860993290911
0.536405237175766,0.54,0.709250031948465
0.438636752755355,0.490504732906159,0.509197896822101
0.569275638098913,0.52,0.732890990062829
0.568075511993437,0.51247034711506,0.761748563655206
0.262229189263117,0.29889911312574,0.316864295374559
0.511561924403334,0.464722511854896,0.687002995860015
0.492162501496823,0.395067144087396,0.679735961775111
0.495157680753776,0.394714071869661,0.704802947625589
0.269594709065817,0.108292022804304,0.327596469228351
0.330398512216492,0.278111477320947,0.385037317056443
0.42662540640407,0.416343470537011,0.573789498926354
0.548654526318881,0.54,0.714360300133623
0.484096610264912,0.52,0.613790773735814
0.619817034071633,0.525948340205519,0.825359195993485
0.366890366465044,0.31188256094433,0.427805805417602
0.187501378547614,0.218271816578726,0.208748761018349
0.157703428698698,0.231375296663998,0.170048561948196
0.322600147981378,0.213361011595846,0.38290064600123
0.366621632080052,0.476265918052699,0.419635468133629
0.461281271718173,0.351386378905449,0.574715657322771
0.552126566603156,0.56,0.717420456486874
0.491442816116853,0.474252660349518,0.600943958897123
0.430217169122412,0.352855500200711,0.576671013276997
0.601918265243694,0.539814992584455,0.80798799482654
0.329638938494384,0.295893562904692,0.381897086395983
0.322417689350138,0.243619119342492,0.378983214563902
0.25493616274323,0.221527223967513,0.294982358864145
0.475740707255432,0.528881567547458,0.644826364273738
0.499199061711111,0.4,0.641262144018541
0.546749956289198,0.51,0.677134728127633
0.399098944105848,0.323618778798301,0.488466255948646
0.585724011159373,0.57,0.771485481554687
0.253221279192812,0.356723930402515,0.276323108644205
0.321255610475857,0.211319458502929,0.381421890001783
0.597412214192415,0.6,0.753509861791914
0.482959362798527,0.501300650525055,0.584781541999101
0.301319686866975,0.264324429493069,0.396228539887757
0.516527965796008,0.52,0.685870495277946
0.496216157790259,0.472439033245623,0.658468482368501
0.154645233735665,0.170192450518339,0.172392486926712
0.296175389538084,0.276187406220868,0.441654020475773
0.317528231366181,0.164084395400318,0.3896932533468
0.450058549401638,0.2385152366102,0.653231493146934
0.421584866714995,0.50527518960988,0.57267288649495
0.347452181728621,0.517093352903161,0.376861782966215
0.573712954187821,0.586546172519234,0.750227132560521
0.402605014972253,0.5,0.555560719152633
0.609523800913454,0.626327977604039,0.758493037771012
0.381178652833329,0.467679046524186,0.484461132336452
0.611347398433467,0.489912402404177,0.828096341573852
0.192027503832035,0.231369800784991,0.212968936075286
0.310308082456233,0.261783437693001,0.328680938892809
0.664687884573074,0.648129473726772,0.86082015764017
0.471061385327051,0.46,0.602661984894653
0.377737707069809,0.300416794103381,0.452883415069878
0.280807509785836,0.311661587523481,0.290577759951395
0.37471816628223,0.352530094081378,0.458499971335665
0.315207054012952,0.325337658510714,0.359773264397892
0.30747871024842,0.341947395039818,0.34782332795689
0.450346177272981,0.448301671977243,0.534250846556299
0.342613086947659,0.410780966950754,0.384580108802217
0.436319482582253,0.38,0.566475563782126
0.368150335008127,0.456468520088507,0.388514117246357
0.548402330380339,0.585259577489514,0.667915200079251
0.352170862794738,0.451075893795775,0.391953745686914
0.429790726876046,0.392548419732106,0.518285807126128
0.287718333406155,0.372888911295378,0.318672010774087
0.414758555743944,0.482871293359667,0.486762250395916
0.375114421565316,0.558789597577712,0.408317121967096
0.546038575393445,0.504000328488902,0.718613497947257
0.340671765839131,0.326165250938052,0.508135723979329
0.42430508110462,0.393740308450175,0.5598285784826
0.400840700819701,0.338103817530796,0.547864225276625
0.1658448144981,0.1,0.212962790819919
0.367773932696209,0.336493357707516,0.492908016317769
0.488841430274254,0.56,0.666118461186994
0.432778385247737,0.51,0.607066297126361
0.410704550905034,0.34055447778618,0.564538919108459
0.463752888901702,0.55,0.643902782515018
0.670964459939928,0.73,0.888563978040653
0.261560673338974,0.331766889799068,0.37518663037842
0.450863201503429,0.399523827321515,0.598899636052475
0.472068512724772,0.56,0.652483000477938
0.575318833972444,0.58,0.731050742121146
0.53450093183721,0.68,0.738759058005281
0.246405930192011,0.286095781485932,0.289566814914242
0.31338397876952,0.233599132232276,0.444986435008034
0.122536478573723,0.0284086646278778,0.148402107354979
0.341198212855016,0.337041834488764,0.478281140622691
0.301740759410394,0.17232205175101,0.432983069201401
0.487142732825282,0.65,0.693286599090412
0.46344638479813,0.374218008267659,0.625889692794553
0.401677136497546,0.337555340749548,0.551002134476326
0.547105089292937,0.7,0.755419827916442
0.429806938306733,0.335688127795876,0.591253252990742
0.564235693188464,0.67,0.766512218359492
0.399264409309055,0.334404362143916,0.543528969123574
0.559239915640506,0.59,0.741983733915803
0.261879534703653,0.176140981351407,0.388199479269903
0.251847823241922,0.36,0.357616354372085
0.401826208418733,0.333820914842204,0.540942324554444
0.429986479643136,0.54,0.609689402396589
0.533058205749205,0.56,0.707527948013288
0.341535405160739,0.159121695761508,0.508081821195487
0.387630564994813,0.342386720219388,0.521625545825837
0.339179001166005,0.356262440806732,0.498248696704656
0.344553745826542,0.309068610704149,0.451170194918157
0.576689098214044,0.67,0.785795575761798
0.120537798163183,0.0275007559964879,0.145945021128226
0.223425154234724,0.28,0.311311417660347
0.569728119418425,0.71,0.778781939851567
0.329403707547874,0.339714277354076,0.492117374950317
0.424747085281695,0.338360570661188,0.572312604994107
0.56634727035339,0.56,0.738390996632979
0.0764684066638367,0.0785925764767939,0.0831125092511417
0.342628922845685,0.334404362143916,0.510938169257663
0.488961346556156,0.65,0.693634881148095
0.421310094155804,0.33942255370322,0.576588352479301
0.434341598039558,0.49864300597637,0.598208711582642
0.399406972499733,0.326538875116981,0.54757382276695
0.365484749620587,0.308520133922901,0.489833809808923
0.379492145137163,0.351466031857356,0.539603341842013
0.425094705295303,0.343552196607305,0.571825392391419
0.561599659811858,0.67,0.76454724025503
0.574181781893757,0.69,0.779792826548366
0.422425833467754,0.362926062709779,0.570732797335074
0.577553920174313,0.68,0.784983614521498
0.353252994961818,0.288671319658633,0.481340842546482
0.338231909295016,0.295449643247197,0.482668945265582
0.38800962269946,0.330343242065253,0.525379304672057
0.382403448222449,0.352201320728068,0.520449513831182
0.395900718339068,0.367430748008299,0.566376326630388
0.493911313090682,0.68,0.706879449041964
0.241771471854698,0.32,0.336398704785295
0.548992554992194,0.7,0.758648258679044
0.393434417753689,0.359156666281972,0.575279378233891
0.210184888525924,0.137076805009228,0.318863078552361
0.374498921851451,0.307714904011261,0.539429057681552
0.122463254813918,0.0354010920327587,0.14745691789249
0.214471134722174,0.246873213958604,0.31181289935639
0.361195745753636,0.421864452273161,0.469240242728779
0.369936793289121,0.34828008273126,0.54991419425572
0.132758358326185,0.0338084934864232,0.1608763369905
0.332541694617836,0.350404048815324,0.474383645439883
0.423246930961152,0.388636425717883,0.567619096340775
0.549450976905277,0.65,0.747249228669818
0.251682214988866,0.171271575097588,0.375794915215365
0.345690279198068,0.345315916215092,0.502903296988787
0.411700214427734,0.414155839379343,0.538714042813912
0.478632592062848,0.55,0.656198027889081
0.332169005384943,0.344662527872453,0.42706607012897
0.438557243278705,0.438196877016496,0.569071161529819
0.549077899161465,0.63,0.742096714961455
0.405919472380691,0.336563298748444,0.554782144028608
0.290029156629384,0.321590624598604,0.42935126165651
0.124700049585555,0.0596866523218938,0.147374353840186
0.141049297471017,0.0818581257561588,0.165678628946361
0.393459669151781,0.327227233980084,0.537317996531024
0.48092592224033,0.427984491057537,0.639363476893885
0.201528648231383,0.201422004068444,0.270024328173889
0.364345639668103,0.257268303278505,0.505505233974912
0.349965041846166,0.359996866714075,0.433117850219757
0.496684625274512,0.6,0.685768567289838
0.42801628935945,0.31537689258645,0.586318355571762
0.412123179652021,0.392185546823931,0.537058145534069
0.520071667463654,0.7,0.730523253551061
0.467245359285201,0.66,0.671553126585296
0.268711922022492,0.33,0.365959378716822
0.542713352573067,0.54,0.718273363941353
0.4337754765546,0.412502024624963,0.611558841406947
0.142875232288539,0.077929924399439,0.16850245264523
0.174532064579828,0.195581726613932,0.249361670213475
0.210127431930007,0.193818997041577,0.252975391543585
0.426577741745187,0.388636425717883,0.568242887930615
0.39226622049519,0.345607639865948,0.526280011061779
0.55586812072071,0.68,0.759341963334168
0.361445525028024,0.269640489289301,0.496618539517222
0.284817710668158,0.374642846692595,0.409096744088507
0.447643063420885,0.53,0.62636240701758
0.110925250379463,0.0106366497585357,0.135649006897208
0.45472876125297,0.350147295684932,0.618364039721951
0.402186550605041,0.358129653760403,0.539361367900201
0.540969021006199,0.56,0.715875706605208
0.322302774293819,0.341616460828212,0.468770648485691
0.490868713861409,0.55,0.66831330938373
0.421006118742968,0.339200771093292,0.573846275696968
0.423589882656919,0.32960795319454,0.579925523417034
0.377875362288778,0.337076805009228,0.50470272118202
0.309298045470561,0.352493044378924,0.453265747166576
0.399054312677396,0.353846751071812,0.535960006360328
0.526780359250315,0.55,0.702408126479145
0.194011335147574,0.22,0.266493228519613
0.405961519134639,0.356519193937124,0.54020078563695
0.308941074632504,0.350625831425252,0.421047691668796
0.548828157932906,0.59,0.73010053709643
0.240691252232828,0.180297724655788,0.357045243061317
0.378884774305722,0.356648321912235,0.491373919709494
0.355142183889042,0.343226920651492,0.491855256819795
0.230918878255385,0.1450591630847,0.343770437179353
0.149406678068487,0.164431610971668,0.151835819655505
0.181278775981457,0.21,0.249827457649403
0.36132868257276,0.37,0.456395328507862
0.406790595179106,0.404385132514327,0.543343207982193
0.330995289990628,0.237935197000636,0.493370097119643
0.418730416952701,0.382592118625826,0.55158732339342
0.474546273826644,0.389817906637729,0.64190541697291
0.369333287632204,0.308555104443365,0.534781607482139
0.535627435560584,0.55,0.712834140949079
0.475602639699968,0.471475012103394,0.62553394683197
0.4417526910058,0.46,0.552207818237523
0.35744043129809,0.367500689049227,0.523714465111645
0.267592526983682,0.24,0.344359331581767
0.46549849423789,0.517963851438077,0.529398025855686
0.36095546465113,0.368819425221651,0.522235839547816
0.521050218249326,0.52,0.696210629769128
0.483047918935117,0.510058444162451,0.624789152486053
0.414056682133581,0.45,0.570233128523869
0.260766024320352,0.281195118393629,0.314702839515647
0.304620796093045,0.220212069430286,0.358969622316616
0.470701453550853,0.42,0.621031380182809
0.483805482382735,0.46,0.643304204673245
0.385073351245429,0.353368215331491,0.515739741264079
0.380301588543095,0.374651613158228,0.437394192658074
0.470751339375804,0.406217418142116,0.582644023292195
0.205922670301841,0.206909674099621,0.247941138804951
0.464022929995517,0.43,0.603188857383215
0.557186109837508,0.502389391370859,0.679955785031145
0.322945854699451,0.396087920633855,0.370850110934411
0.58604987232656,0.55,0.748736267178666
0.50665371169016,0.666503451563023,0.581244825148327
0.376612633244255,0.384859378622812,0.431412693889448
0.337269419661162,0.236838872164389,0.400106105631087
0.295861480238326,0.34,0.373667810432761
0.300715124733442,0.294130907074773,0.409043040825456
0.462169321052765,0.47,0.583476473810956
0.356611721678195,0.521935433306819,0.388308798623058
0.23769789578451,0.274111148872507,0.32187147872316
0.575693129694767,0.543140837121924,0.727594931302322
0.24901245916391,0.31,0.341953516968174
0.368998675594197,0.480714212885639,0.418492556748033
0.336448728909556,0.248082434248203,0.470392609934935
0.254102027832586,0.266070349535351,0.275086575054868
0.535805776138519,0.45,0.687162484268645
0.463855270441289,0.476084608963306,0.583630959495346
0.533667603706523,0.531378310031097,0.683567354592455
0.444985467758345,0.473026204901513,0.586491822978562
0.508862872793433,0.51,0.672030313180443
0.33680439043968,0.298670562893757,0.496361900124182
0.22292594685597,0.155748934545947,0.337722227618187
0.54552547126248,0.477314989988893,0.687105531927356
0.348350244695588,0.352562985419851,0.477004244297699
0.325992757847439,0.27,0.435817381587166
0.401315414070965,0.226631106699805,0.507992535070609
0.457399892354232,0.44,0.574789218277729
0.456434707523522,0.494802409954308,0.598570855733413
0.396877213880786,0.579515999923484,0.429905453037836
0.349468270531543,0.274921137812746,0.474497369033633
0.473192859852593,0.481266263141883,0.626945570002321
0.420927984158286,0.392228062090533,0.55080077853735
0.228145604947576,0.247615993454802,0.234360289851391
0.474628465998439,0.418090860904788,0.630318158686749
0.299701546715192,0.240921978350223,0.350129303015561
0.396449152478648,0.460298681956471,0.447713084316226
0.363376613943121,0.231072009081441,0.461150793291051
0.429961303614622,0.34,0.563624535681767
0.406989945324317,0.36118038264465,0.539111220061653
0.59279227659055,0.510839911648633,0.754711351462112
0.433888598564386,0.393956203637602,0.575768852396736
0.34858853817815,0.264661038251899,0.507928739519389
0.336423870024755,0.35,0.43504552116295
0.567077730929107,0.55,0.742482309921866
0.263794050924462,0.149802409954308,0.394060640763601
0.435524792944453,0.442945480666678,0.500023705494896
0.438690932218858,0.417355572034076,0.56795769071397
0.400224610841847,0.425172516819128,0.522630993592035
0.36982154695343,0.350147295684932,0.532986441116977
0.4131554430479,0.496694876128188,0.568748923029019
0.352922472015515,0.361070780616996,0.458701612833546
0.26832493393598,0.35,0.371075559017425
0.252729731591886,0.3,0.346541112176146
0.283020845596627,0.28,0.385182179558132
0.327457749848028,0.327172791779385,0.411838924906701
0.246709923717902,0.256893099667161,0.362160234021182
0.375367976994104,0.485452906970825,0.417569440870015
0.308635904684216,0.357359394369227,0.448378093125306
0.279708447309313,0.25474502644164,0.416596202103112
0.45075386943113,0.49,0.567916786422949
0.388784728429005,0.361350573406963,0.515252751192022
0.273319890115082,0.345461033230243,0.397408228992295
0.468460343345386,0.36,0.600774877781437
0.455360573928233,0.469148777617226,0.541810171785627
0.391161530811212,0.369846437743219,0.511165564145715
0.487037787849222,0.445333209902566,0.612207264852494
0.365031876619043,0.287238326657359,0.428418015538099
0.426718286559305,0.472548000513972,0.489980717686335
0.460621319035245,0.567273090961991,0.517130627800071
0.613398016124071,0.585365956233116,0.772111080375656
0.372629241224691,0.366590547576196,0.52052049116539
0.547109144198394,0.526813090725099,0.695298791310624
0.488009377677204,0.45,0.64567856781478
0.561234808356698,0.48,0.71589448455386
0.507419795196661,0.47,0.665211245278857
0.407235930101655,0.41,0.531281578484595
0.428902896375899,0.46,0.54515813147241
0.312759960542985,0.248787386884806,0.420774197769579
0.426864499436611,0.469255409790605,0.575578655785548
0.386883081775812,0.472130755069907,0.454696218522212
0.480896238606484,0.54,0.651521744933041
0.512810541093703,0.55,0.689817370885377
0.602100713378955,0.55,0.744893044890289
0.283379450297864,0.368527701570795,0.404594366080702
0.30315626279576,0.177091202458749,0.43178423811858
0.347462935240475,0.378723989437343,0.476937130988615
0.359847350591856,0.352014508638604,0.472895408862087
0.374069749077434,0.353076491680635,0.525071237153555
0.293552773447142,0.294139126404303,0.3759590229191
0.390190266828946,0.425592279376885,0.443897115801356
0.410868535535859,0.348828559512507,0.568132407658891
0.429063527813839,0.496264203537803,0.504727260612724
0.401121290821337,0.441583668977528,0.536362052301226
0.47460413864712,0.463922027431638,0.574477794590565
0.405147216754183,0.358934883672043,0.547052828502744
0.435501256996185,0.397108697180313,0.540905601903276
0.362734887161285,0.303980478103917,0.503801848691929
0.465368032815756,0.45853205575897,0.60469345499913
0.339269496089809,0.364828246183915,0.484761057097558
0.243957314940772,0.31,0.338958843822687
0.412087297733366,0.474663777976007,0.529409494002539
0.383247651977696,0.301530297136103,0.450079216559179
0.538984732199763,0.561148431683241,0.668498734237096
0.288908763214897,0.357616147499619,0.415657063269343
0.421640901566512,0.333869059529487,0.530797517116676
0.303298363931662,0.353624968461883,0.435709009202009
0.260061609294358,0.32,0.356104058334796
0.272762566086935,0.32,0.364475483687437
0.351570265018861,0.3,0.44665696175761
0.551421672528148,0.56,0.71110171329302
0.455390956904346,0.392004814448021,0.567078079870272
0.10947597100486,0.150590860904788,0.113435453350034
0.373862609831393,0.246025861082515,0.460617655931432
0.317362469726909,0.32,0.408269986386775
0.345248773424942,0.364019494346307,0.480418144906324
0.295837261748981,0.366695459137587,0.408519365445934
0.313044440923756,0.3,0.399361704193156
0.261337841422076,0.24,0.336821271068175
0.383971296586154,0.425615130491433,0.518649199666207
0.333412626293165,0.259224274608301,0.468957153103945
0.391044309653151,0.3,0.512718720749905
0.522993504356577,0.473459809792081,0.651318933809517
0.345270490209275,0.237859648710848,0.417570646506424
0.461222551845653,0.436308261167731,0.605728195127353
0.522866170561519,0.47,0.669987066390679
0.296559533007029,0.202132469584803,0.366653274110473
0.620413991666456,0.62975549589052,0.779376126144323
0.361059266353129,0.351757755508211,0.503205461702681
0.393067903311114,0.43578008273126,0.542864155721931
0.447593788340601,0.45,0.575306967288026
0.309447928047389,0.22356877706043,0.364762199031433
0.418258035138196,0.382420252207478,0.546127903166046
0.453543356281977,0.335323440966514,0.56916711210968
0.428057548050222,0.466984357071013,0.510654016689946
0.350781739539786,0.19,0.454073506586399
0.547917525808313,0.49,0.705781023650586
0.470195971048829,0.567273090961991,0.536740913920492
0.309974141104252,0.19804936339897,0.36854443639346
0.346393476070779,0.379554360480901,0.439535710115214
0.434694907192773,0.449830788405259,0.560256590178848
0.400623371438007,0.415117486369458,0.482942445783592
0.335322432478165,0.34,0.429882331099395
