"code_muni","year","biome","LTA"
1100205,2004,1,0.00039704268079066
1100205,2005,1,0.000336597229779491
1100254,2001,1,0.000946539451764349
1100254,2002,1,0.000886695709163807
1100254,2003,1,0.000901890047839385
1100254,2004,1,0.00111638291934133
1100254,2005,1,0.000567559897839218
1101476,2001,1,0.00348675034867503
1101476,2002,1,0.00522565320665083
1101476,2003,1,0.00363636363636364
1101476,2004,1,0.00346277516695523
1101476,2005,1,0.00277567499369165
1100262,2001,1,0.000656167979002625
1100262,2002,1,0.00129282482223659
1100262,2003,1,0.00127551020408163
1100262,2004,1,0.00220333648095688
1100262,2005,1,0.00186567164179104
1100288,2001,1,0.000962779359649303
1100288,2002,1,0.00079245743081237
1100288,2003,1,0.00165385934127993
1100288,2004,1,0.00128166616601582
1100288,2005,1,0.00115347135214685
1100296,2001,1,0.001217073806833
1100296,2002,1,0.000447027268663388
1100296,2003,1,0.00119375573921028
1100296,2004,1,0.00226287007354328
1100296,2005,1,0.000774668345114748
1101484,2001,1,0
1101484,2002,1,0.00273263339565655
1101484,2003,1,0.00277737172927935
1101484,2004,1,0.00386157730580722
1101484,2005,1,0.001056284895126
1101492,2001,1,0.00254409769335142
1101492,2002,1,0.00293299240430172
1101492,2003,1,0.00305788132508191
1101492,2004,1,0.0033905488450943
1101492,2005,1,0.00260774087290694
1100320,2001,1,0.00138178803371563
1100320,2002,1,0.00068829440646079
1100320,2003,1,0.0015546410608139
1100320,2004,1,0.00118488811921797
1100320,2005,1,0.00127186009538951
1101500,2001,1,0.00151311365164761
1101500,2002,1,0.00243003184179655
1101500,2003,1,0.00234722105792606
1101500,2004,1,0.0012579671251258
1101500,2005,1,0.00293624161073826
1101559,2001,1,0
1101559,2002,1,0
1101559,2003,1,0.000547345374931582
1101559,2004,1,0.00148011100832562
1101559,2005,1,0.00037516413430876
1101609,2001,1,0
1101609,2002,1,0
1101609,2003,1,8.92140244446427e-05
1101609,2004,1,0.000268817204301075
1101609,2005,1,0.001260012600126
1101708,2001,1,0.000735589140029424
1101708,2002,1,0.000746623226769836
1101708,2003,1,6.88373373717905e-05
1101708,2004,1,0.000628096866494522
1101708,2005,1,0.000636717368234878
1101757,2001,1,0.00209514419521814
1101757,2002,1,0.00168451449885694
1101757,2003,1,0.00188390439185211
1101757,2004,1,0.000922934933087217
1101757,2005,1,0.00113122171945701
1101807,2001,1,0.000506996552423443
1101807,2002,1,0.00165477298583101
1101807,2003,1,0.000632244467860906
1101807,2004,1,0.00150246834084568
1101807,2005,1,0.000546507815061755
1100304,2001,1,0.0025674386330124
1100304,2002,1,0.00314939747053656
1100304,2003,1,0.00315216353042315
1100304,2004,1,0.00383382661902498
1100304,2005,1,0.00195384774789443
1200013,2001,1,0.0023835061375283
1200013,2002,1,0.00218818380743982
1200013,2003,1,0.00256295966124359
1200013,2004,1,0.00244388124547429
1200013,2005,1,0.00307125307125307
1200054,2001,1,0.0127995642701525
1200054,2002,1,0.00920326058374967
1200054,2003,1,0.016260162601626
1200054,2004,1,0.0107082472290062
1200054,2005,1,0.00927778788430053
1200104,2001,1,0.00428500796571994
1200104,2002,1,0.00211808313476304
1200104,2003,1,0.00654095763707905
1200104,2004,1,0.00579710144927536
1200104,2005,1,0.00462025645018948
1200138,2001,1,0.00193485972267011
1200138,2002,1,0.00561710095178655
1200138,2003,1,0.0034758954208856
1200138,2004,1,0
1200138,2005,1,0.00400931195033627
1200179,2001,1,0.0022267582111709
1200179,2002,1,0.00242088881203528
1200179,2003,1,0.00501699304094514
1200179,2004,1,0.00633190988072449
1200179,2005,1,0.00861111111111111
1200203,2001,1,0.00121287299290194
1200203,2002,1,0.000665543844398566
1200203,2003,1,0.000629200246325203
1200203,2004,1,0.000843670493942709
1200203,2005,1,0.000689251576825541
1200252,2001,1,0.00775389801938475
1200252,2002,1,0.00398957824458557
1200252,2003,1,0.00527642148369822
1200252,2004,1,0.00587792012057272
1200252,2005,1,0.00292056074766355
1200302,2001,1,0.000566487775790101
1200302,2002,1,0.000592996708868266
1200302,2003,1,0.000619231563117389
1200302,2004,1,0.000698769557952301
1200302,2005,1,0.000725755239045632
1200328,2001,1,0.00332847930101935
1200328,2002,1,0.00456349206349206
1200328,2003,1,0.00379290726341741
1200328,2004,1,0.00109051254089422
1200328,2005,1,0.0012205754141238
1200336,2001,1,0.00239511067063099
1200336,2002,1,0.00118906064209275
1200336,2003,1,0.000990627143183723
1200336,2004,1,0.00108074725953373
1200336,2005,1,0.000743328625585371
1200344,2001,1,0.00193222354340071
1200344,2002,1,0.00347372991749891
1200344,2003,1,0.00493583415597236
1200344,2004,1,0.00330169211721007
1200344,2005,1,0.00657718120805369
1200351,2001,1,0.00262037340320996
1200351,2002,1,0.00102009588901357
1200351,2003,1,0.0024885145482389
1200351,2004,1,0.00144391300424149
1200351,2005,1,0.00153505031553812
1200385,2001,1,0.000881112719491472
1200385,2002,1,0.00308737264587836
1200385,2003,1,0.00436337191685352
1200385,2004,1,0.00430371964340609
1200385,2005,1,0.00338286818895735
1200807,2001,1,0.00164217094999589
1200807,2002,1,0.00197083169097359
1200807,2003,1,0.00280494276400576
1200807,2004,1,0.00580938922907835
1200807,2005,1,0.00522094430992736
1200393,2001,1,0.000332944897619444
1200393,2002,1,0.000783453462864306
1200393,2003,1,0.000739863865048831
1200393,2004,1,0
1200393,2005,1,0.000519008693395614
1200401,2001,1,0.00100018218932073
1200401,2002,1,0.00102539378719301
1200401,2003,1,0.00177726976515645
1200401,2004,1,0.00205676261531482
1200401,2005,1,0.00152621967127576
1200427,2001,1,0.00056205035971223
1200427,2002,1,0.0014760147601476
1200427,2003,1,0.000297796307325789
1200427,2004,1,0
1200427,2005,1,0
1200435,2001,1,0.00778816199376947
1200435,2002,1,0.00459039548022599
1200435,2003,1,0.00678294573643411
1200435,2004,1,0.00208643815201192
1200435,2005,1,0.00884222160817905
1200500,2001,1,0.00551193718955296
1200500,2002,1,0.0043786100242221
1200500,2003,1,0.00521068642510768
1200500,2004,1,0.00430602253288504
1200500,2005,1,0.00372556886570757
1200450,2001,1,0.00125277055025537
1200450,2002,1,0.000283232628398792
1200450,2003,1,0.000878937872970347
1200450,2004,1,0.00109318063508589
1200450,2005,1,0.000819420260165933
1200609,2001,1,0.00163848701411888
1200609,2002,1,0.00118535577606936
1200609,2003,1,0.00105363669289783
1200609,2004,1,0.0008424599831508
1200609,2005,1,0.000759416767922236
1200708,2001,1,0.00676621558562762
1200708,2002,1,0.0113841978287093
1200708,2003,1,0.00965335673541027
1200708,2004,1,0.0129005409904286
1200708,2005,1,0.0109956826767404
1300029,2001,1,0
1300029,2002,1,0
1300029,2003,1,0
1300029,2004,1,0
1300029,2005,1,7.46770218803674e-05
1300060,2001,1,0
1300060,2002,1,0.000126198889449773
1300060,2003,1,0
1300060,2004,1,0
1300060,2005,1,0
1300144,2001,1,0.00170975242784845
1300144,2002,1,0.00113016886052387
1300144,2003,1,0.00194162190149505
1300144,2004,1,0.00233453214713862
1300144,2005,1,0.00276820866141732
1300201,2001,1,0.000923958237087684
1300201,2002,1,0.000617120691175174
1300201,2003,1,8.43953076208963e-05
1300201,2004,1,0.000729276395753991
1300201,2005,1,0.000467107824056053
1300300,2001,1,0.000582954412964906
1300300,2002,1,0
1300300,2003,1,0.000512970833944013
1300300,2004,1,0.000178316690442225
1300300,2005,1,0.00024300492952857
1300409,2001,1,0.000441607451122084
1300409,2002,1,0.00155638917710911
1300409,2003,1,0.000952305372589477
1300409,2004,1,0.00106542498618894
1300409,2005,1,0.000510083967668524
1300508,2001,1,0
1300508,2002,1,0
1300508,2003,1,4.07265618636475e-05
1300508,2004,1,0.000159929630962377
1300508,2005,1,0.000117744024490757
1300607,2001,1,0.000805282654211628
1300607,2002,1,3.86488366700162e-05
1300607,2003,1,3.71982293642823e-05
1300607,2004,1,0.000143549255338238
1300607,2005,1,0
1300631,2001,1,0
1300631,2002,1,0.000327412621756569
1300631,2003,1,0
1300631,2004,1,0
1300631,2005,1,0
1300680,2001,1,0.000267833229175966
1300680,2002,1,8.57706492838151e-05
1300680,2003,1,0
1300680,2004,1,7.97638988593762e-05
1300680,2005,1,0.000385178337570295
1300706,2001,1,0.000677144588189173
1300706,2002,1,0.00214660238589577
1300706,2003,1,0.000591016548463357
1300706,2004,1,0.00147756167960965
1300706,2005,1,0.00122249388753056
1300805,2001,1,0.0002003539586603
1300805,2002,1,0.000326925591735321
1300805,2003,1,0.000224272715622197
1300805,2004,1,9.42862530643032e-05
1300805,2005,1,0.000339087546239211
1300839,2001,1,0.000108283703302653
1300839,2002,1,0
1300839,2003,1,0
1300839,2004,1,0.00030373595221221
1300839,2005,1,0.000495540138751239
1300904,2001,1,0
1300904,2002,1,8.77423883478108e-05
1300904,2003,1,0.000172517898731993
1300904,2004,1,0
1300904,2005,1,0.000250438266967193
1301001,2001,1,0.000206568890725057
1301001,2002,1,0.000327359031017268
1301001,2003,1,0.000810832725208789
1301001,2004,1,0.000924177281311528
1301001,2005,1,0.000477821135621566
1301100,2001,1,0.000243613837265957
1301100,2002,1,0.000136724090784796
1301100,2003,1,0
1301100,2004,1,0
1301100,2005,1,6.50089387290753e-05
1301159,2001,1,0
1301159,2002,1,0.000104992388051866
1301159,2003,1,0
1301159,2004,1,0
1301159,2005,1,0
1301209,2001,1,4.31226552056232e-05
1301209,2002,1,0.000184509700952354
1301209,2003,1,0.000252383623107123
1301209,2004,1,0.000346452328159645
1301209,2005,1,0.000136946905684666
1301308,2001,1,0
1301308,2002,1,0.000157125648143299
1301308,2003,1,5.08750508750509e-05
1301308,2004,1,4.94975993664307e-05
1301308,2005,1,9.63205548063957e-05
1301407,2001,1,0.000331760542612799
1301407,2002,1,0.000833514532144669
1301407,2003,1,0.000677434306699469
1301407,2004,1,0.00101800821427318
1301407,2005,1,0.000587442551574001
1301506,2001,1,0.000531632110579479
1301506,2002,1,0.000589970501474926
1301506,2003,1,0.00121942471845635
1301506,2004,1,0.000768532103681967
1301506,2005,1,0.00136119240454638
1301605,2001,1,3.18056041474508e-05
1301605,2002,1,0
1301605,2003,1,0.000107762491468803
1301605,2004,1,0
1301605,2005,1,3.76279349789284e-05
1301704,2001,1,0.000661603958117593
1301704,2002,1,0.000334029227557411
1301704,2003,1,0.00078262042909189
1301704,2004,1,0.0012580594433087
1301704,2005,1,0.000967413441955193
1301803,2001,1,0
1301803,2002,1,0.000553505535055351
1301803,2003,1,0.000351864883884588
1301803,2004,1,0.000448858216910733
1301803,2005,1,5.37287771330325e-05
1301852,2001,1,0
1301852,2002,1,0.000173365309601549
1301852,2003,1,0.000113147770988912
1301852,2004,1,0
1301852,2005,1,0
1301902,2001,1,0.00154011603977748
1301902,2002,1,0.00083325738539456
1301902,2003,1,0.00296470467963299
1301902,2004,1,0.00171978759995481
1301902,2005,1,0.0013686300136863
1301951,2001,1,0.000116849731245618
1301951,2002,1,0.00011741223435482
1301951,2003,1,0.000353857041755131
1301951,2004,1,0.000118483412322275
1301951,2005,1,0.000357100345197
1302009,2001,1,0.00647120972002113
1302009,2002,1,0.00195771339075959
1302009,2003,1,0.00116129032258065
1302009,2004,1,0.00165922144224633
1302009,2005,1,0.000757384498863923
1302108,2001,1,0
1302108,2002,1,0
1302108,2003,1,0
1302108,2004,1,9.2954080684142e-05
1302108,2005,1,0
1302207,2001,1,0
1302207,2002,1,0
1302207,2003,1,0
1302207,2004,1,0.00011846937566639
1302207,2005,1,0.000225784601490178
1302306,2001,1,0.000133155792276964
1302306,2002,1,0
1302306,2003,1,0
1302306,2004,1,0
1302306,2005,1,4.82998454404946e-05
1302405,2001,1,0.000229140070051393
1302405,2002,1,0.000699834584552742
1302405,2003,1,0.000774017771448032
1302405,2004,1,0.00105615739762817
1302405,2005,1,0.00138239359981176
1302504,2001,1,0.00014343273656622
1302504,2002,1,0.000179632267087519
1302504,2003,1,0.000631727902157983
1302504,2004,1,0.000361024313120122
1302504,2005,1,0.000147176059361011
1302603,2001,1,0.00119719052084544
1302603,2002,1,0.000752483062553443
1302603,2003,1,0.00135117716581131
1302603,2004,1,0.000640422891956965
1302603,2005,1,0.00056712484813521
1302702,2001,1,2.50859192735118e-05
1302702,2002,1,0.000588653699933776
1302702,2003,1,0.000216060496939143
1302702,2004,1,7.0564990356118e-05
1302702,2005,1,0.000276535926625801
1302900,2001,1,0.000970414201183432
1302900,2002,1,0.000390912435614422
1302900,2003,1,0.000626496319334124
1302900,2004,1,0.000588697017268446
1302900,2005,1,0.000467448580656128
1303007,2001,1,0.000374625374625375
1303007,2002,1,0.000183924958616884
1303007,2003,1,0.000361489336064586
1303007,2004,1,0.000474017894175505
1303007,2005,1,0.000349609602610418
1303106,2001,1,0.000439841657003479
1303106,2002,1,0.000116658889407373
1303106,2003,1,0.000189365247689744
1303106,2004,1,0.000184685849370221
1303106,2005,1,0.000288194819698116
1303205,2001,1,0.000672236627292807
1303205,2002,1,9.14913083257091e-05
1303205,2003,1,0.000262421273617915
1303205,2004,1,0.000587199060481503
1303205,2005,1,0.000643966835707961
1303304,2001,1,0.000166935618496467
1303304,2002,1,0.000543183052688756
1303304,2003,1,0.000583957105696236
1303304,2004,1,0.000727197174319551
1303304,2005,1,0.000508207551964222
1303403,2001,1,0.000181876537926607
1303403,2002,1,0.00013733506586801
1303403,2003,1,0.000187860065124823
1303403,2004,1,0.000206311055177892
1303403,2005,1,9.17487308092238e-05
1303502,2001,1,0.000738846263142938
1303502,2002,1,0.000395480225988701
1303502,2003,1,0.00056173463655769
1303502,2004,1,0
1303502,2005,1,0.000277746917009221
1303536,2001,1,0.0106190931294467
1303536,2002,1,0.00927793465106898
1303536,2003,1,0.0134602442072878
1303536,2004,1,0.00726603816969418
1303536,2005,1,0.00457907713983797
1303569,2001,1,0.00991937194992574
1303569,2002,1,0.00965447154471545
1303569,2003,1,0.0287499389856982
1303569,2004,1,0.0191340322504819
1303569,2005,1,0.0148591102654707
1303601,2001,1,0
1303601,2002,1,8.07363151945745e-05
1303601,2003,1,7.6103500761035e-05
1303601,2004,1,0.000792964244521338
1303601,2005,1,0.00164125008548178
1303700,2001,1,3.51419735732359e-05
1303700,2002,1,0
1303700,2003,1,3.61232525376585e-05
1303700,2004,1,7.3227885178676e-05
1303700,2005,1,3.71305510173771e-05
1303809,2001,1,0.000254153826603552
1303809,2002,1,6.19521110181829e-05
1303809,2003,1,0.000544365813826892
1303809,2004,1,0.00038429703204446
1303809,2005,1,0.000317836400936173
1303908,2001,1,8.15461143276523e-05
1303908,2002,1,0
1303908,2003,1,7.63591936469151e-05
1303908,2004,1,0
1303908,2005,1,0
1303957,2001,1,0.000389559797428905
1303957,2002,1,0.00037206994915044
1303957,2003,1,0.000237699072973615
1303957,2004,1,0.000456829602558246
1303957,2005,1,0.000439270810454645
1304005,2001,1,0.000871405452508403
1304005,2002,1,0.000246974561620153
1304005,2003,1,0.000980272025487073
1304005,2004,1,0.00158093153350359
1304005,2005,1,0.00144822592324403
1304062,2001,1,0.00012402331638348
1304062,2002,1,0.00129263913824057
1304062,2003,1,0.00138908181691902
1304062,2004,1,0.000515984296130118
1304062,2005,1,0.000434877147205914
1304104,2001,1,0.00105258121620975
1304104,2002,1,0.00086792998698105
1304104,2003,1,0.00063165055147952
1304104,2004,1,0.000734322220590395
1304104,2005,1,0.000493339911198816
1304203,2001,1,0
1304203,2002,1,0.000306410099276872
1304203,2003,1,0.000153959847271832
1304203,2004,1,0.000216580807846413
1304203,2005,1,0.000233201703927117
1304260,2001,1,9.379103357719e-05
1304260,2002,1,0
1304260,2003,1,0
1304260,2004,1,0
1304260,2005,1,0.000353919660237126
1304302,2001,1,5.36106792473061e-05
1304302,2002,1,0.000378051414992439
1304302,2003,1,0.000217592340749606
1304302,2004,1,0.000109571029419821
1304302,2005,1,0.000441501103752759
1304401,2001,1,0.000228345258030142
1304401,2002,1,0
1304401,2003,1,0.000350680319820452
1304401,2004,1,6.75904021628929e-05
1304401,2005,1,6.5167807103291e-05
1400050,2001,1,5.48305735277991e-05
1400050,2002,1,0.000719145875974996
1400050,2003,1,0.000613976334003126
1400050,2004,1,0.000169033130493577
1400050,2005,1,0.000398043898555669
1400027,2001,1,0
1400027,2002,1,0.000641025641025641
1400027,2003,1,0.000301340967304505
1400027,2004,1,0.000425592282593276
1400027,2005,1,0.000671231037723184
1400100,2001,1,0.000699558345497876
1400100,2002,1,0.000390926901162895
1400100,2003,1,0.000329402178388617
1400100,2004,1,0.000351186718452772
1400100,2005,1,0.000343574549614186
1400159,2001,1,0.000102669404517454
1400159,2002,1,0.000101091791346543
1400159,2003,1,0.000199104031856645
1400159,2004,1,0.000294031167303734
1400159,2005,1,0.000289659167712658
1400175,2001,1,0.000107054919173536
1400175,2002,1,0
1400175,2003,1,9.62834585018294e-05
1400175,2004,1,9.14996797511209e-05
1400175,2005,1,0
1400209,2001,1,0.00152469340404375
1400209,2002,1,0.000968992248062015
1400209,2003,1,0.000566822017886384
1400209,2004,1,0.000491128982749095
1400209,2005,1,0.000539277368326443
1400233,2001,1,0.00361247947454844
1400233,2002,1,0.0137549407114624
1400233,2003,1,0.0126505105928974
1400233,2004,1,0.00249779606229797
1400233,2005,1,0.0056785917092561
1400282,2001,1,0.000565397663022993
1400282,2002,1,0.000878734622144112
1400282,2003,1,0.00115207373271889
1400282,2004,1,0.000308832612723904
1400282,2005,1,0.000291375291375291
1400308,2001,1,0.000671817265703729
1400308,2002,1,0.00130622907992489
1400308,2003,1,0.000555864369093941
1400308,2004,1,0.000386160024714242
1400308,2005,1,0.000601820507033777
1400407,2001,1,0.00015181417944436
1400407,2002,1,0.000145793847499636
1400407,2003,1,0
1400407,2004,1,0
1400407,2005,1,0
1400456,2001,1,0.000531490831783152
1400456,2002,1,0.00203536445744816
1400456,2003,1,0.00134179068065382
1400456,2004,1,0.000701918577445016
1400456,2005,1,0.00979068197164078
1400472,2001,1,0.0114787669756413
1400472,2002,1,0.00478568456096546
1400472,2003,1,0.0031666247800955
1400472,2004,1,0.00111704711024769
1400472,2005,1,0.0011286150952269
1400506,2001,1,0.013894034827714
1400506,2002,1,0.016909516100018
1400506,2003,1,0.00681579867179308
1400506,2004,1,0.00203700560176541
1400506,2005,1,0.00214734060125537
1400605,2001,1,0.00017860332202179
1400605,2002,1,0.00366044971239324
1400605,2003,1,0.00306330837304289
1400605,2004,1,0.000166112956810631
1400605,2005,1,0.000811820100665692
1500107,2001,1,0.000152121697357886
1500107,2002,1,0.000157277216822371
1500107,2003,1,0.00027817271434753
1500107,2004,1,0.000129125365538719
1500107,2005,1,9.71134883165003e-05
1500131,2001,1,0.00434432823813355
1500131,2002,1,0.00523892681377996
1500131,2003,1,0.00360332132226226
1500131,2004,1,0.00216517166718218
1500131,2005,1,0.00351252290775809
1500206,2001,1,9.30042223916966e-05
1500206,2002,1,0.000259802920927125
1500206,2003,1,0.000610964027178642
1500206,2004,1,0.000664967305774133
1500206,2005,1,0.000387018300436778
1500305,2001,1,0
1500305,2002,1,6.34698994002094e-05
1500305,2003,1,3.11730415536644e-05
1500305,2004,1,0
1500305,2005,1,0.000150593337750738
1500347,2001,1,0.000347357908905388
1500347,2002,1,0.000214270409256482
1500347,2003,1,0.000973050725557389
1500347,2004,1,0.000459539624848561
1500347,2005,1,0.000453926463912846
1500404,2001,1,0.00165355918531962
1500404,2002,1,0.00155729031485216
1500404,2003,1,0.00120598643759514
1500404,2004,1,0.00215377988369589
1500404,2005,1,0.00120252919042632
1500503,2001,1,2.8666437335168e-05
1500503,2002,1,0.00132070054550675
1500503,2003,1,0.00198406993127642
1500503,2004,1,0.00521253311830434
1500503,2005,1,0.00178818643285648
1500602,2001,1,6.09979260705136e-05
1500602,2002,1,0.00150791954596186
1500602,2003,1,0.00272952279614166
1500602,2004,1,0.0027511867311617
1500602,2005,1,0.00238760645203882
1500701,2001,1,0.000153562653562654
1500701,2002,1,4.94853523357086e-05
1500701,2003,1,0.000431096421899698
1500701,2004,1,0.000371367561043543
1500701,2005,1,0.00018019641409136
1500800,2001,1,0
1500800,2002,1,0
1500800,2003,1,0
1500800,2004,1,0
1500800,2005,1,1.12288140351192e-05
1500859,2001,1,0
1500859,2002,1,0.00572614107883817
1500859,2003,1,0.00877591163564836
1500859,2004,1,0.00584144645340751
1500859,2005,1,0.00573231997938941
1500909,2001,1,8.63185153215365e-05
1500909,2002,1,5.62872903298435e-05
1500909,2003,1,0
1500909,2004,1,8.09257910496075e-05
1500909,2005,1,0.000185048112509252
1500958,2001,1,0.000332968653379632
1500958,2002,1,0.00041407867494824
1500958,2003,1,0.000891146459920688
1500958,2004,1,0.000691204423708312
1500958,2005,1,0.00054525627044711
1501006,2001,1,0.000312617231461798
1501006,2002,1,0.000124836152549778
1501006,2003,1,0.000436191425722831
1501006,2004,1,0.000684292379471229
1501006,2005,1,0.000621079436059872
1501105,2001,1,0.00125065824117957
1501105,2002,1,0.00036898099747863
1501105,2003,1,0.00184714846455784
1501105,2004,1,0.00038082802894293
1501105,2005,1,0.00113267775317922
1501204,2001,1,4.27021948928175e-05
1501204,2002,1,0.000319017426326913
1501204,2003,1,0.000785722303288809
1501204,2004,1,0.00193887263369408
1501204,2005,1,0.000266800066700017
1501253,2001,1,0.00025980774227072
1501253,2002,1,0.00393597480976122
1501253,2003,1,0.00185577942735949
