"Uso e ocupação do solo","Malha rodoviária","Serviços de saúde","Perfil Epidemiológico da Malária","Mobilidade Populacional","Suscetibilidade Social","Índice de Capacidade Adaptativa","Índice de sensibilidade","Índice de Exposição","Índice de Vulnerabilidade","Índice de Risco de Impacto para umidade relativa (média)","Índice de Risco de Impacto para umidade relativa (mediana)","Índice de Risco de Impacto para umidade relativa (PCA)"
0.332409533695861,0.5,0.265,0.0090227377934652,0.7,0.41,0.265,0.602278076149936,0.416204766847931,0.433639038074968,0.3599479349743,0.416204766847931,0.246777049605244
0.433377825137492,0.5,0.32,0.00205440556043242,0.22,0.52,0.32,0.479547006285182,0.466688912568746,0.399773503142591,0.395487471903779,0.399773503142591,0.324471840044765
0.484262413985997,0.5,0.335,0.0804861450862694,0.185,0.565,0.335,0.518462441985965,0.492131206992999,0.426731220992983,0.42962080932866,0.426731220992983,0.365202176136856
0.167294380725076,0.5,0.5,0.0022744301819393,0.14,0.43,0.5,0.379000866735536,0.333647190362538,0.439500433367768,0.351049207910102,0.333647190362538,0.299656214400182
0.344436617199251,0,0.625,0.00459316329046174,0.165,0.565,0.625,0.490403708817585,0.172218308599625,0.557701854408793,0.336640054336139,0.28,0.308994328892716
0.808770105991606,0.5,0.435,0.192267871138392,0.135,0.535,0.435,0.503971483308744,0.654385052995803,0.469485741654372,0.477956931550058,0.469485741654372,0.292433618856698
0.654146236962663,0.5,0.285,0.00960988051256765,0.125,0.545,0.285,0.459963826201945,0.577073118481332,0.372481913100973,0.426518343860768,0.372481913100973,0.323910313111977
0.581443449817171,0,0.4,0,0.195,0.53,0.4,0.475889068993402,0.290721724908586,0.437944534496701,0.329555419801762,0.290721724908586,0.28612751501198
0.712625217533682,0.5,0.69,0.0117504220258573,0.355,0.505,0.69,0.527899866345568,0.606312608766841,0.608949933172784,0.511754180646542,0.606312608766841,0.298049710065109
0.453207730071573,0.5,0.295,0.00904650557191749,0.16,0.565,0.295,0.489444205805146,0.476603865035786,0.392222102902573,0.409608655979453,0.392222102902573,0.359825574275983
0.816551969953088,0.5,0.76,1,0.23,0.505,0.76,0.730572898119251,0.658275984976544,0.745286449059626,0.58452081134539,0.658275984976544,0.31170329706715
0.335435060790505,0,1,0,0.245,0.505,1,0.478429934233418,0.167717530395253,0.739214967116709,0.362310832503987,0.18,0.20898054995147
0.543375481365695,0.5,0.65,0.00473923269882867,0.53,0.51,0.65,0.603670913473555,0.521687740682847,0.626835456736778,0.466174399139875,0.521687740682847,0.242698959128287
0.697332343619499,0,0.27,0.648146056322152,0.225,0.545,0.27,0.667220860503243,0.34866617180975,0.468610430251622,0.37575886735379,0.34866617180975,0.323357270506001
0.592616174841176,0.5,0.94,0.00278506563511554,0.075,0.56,0.94,0.448232947743095,0.546308087420588,0.694116473871548,0.533474853764045,0.546308087420588,0.335002001803798
0.774108275129348,0.5,0.725,0.455522708943152,0.325,0.54,0.725,0.655931199220609,0.637054137564674,0.690465599610304,0.54583991239166,0.637054137564674,0.281165726446453
0.315560890065902,0,0.75,0,0.13,0.52,0.75,0.441025566462357,0.157780445032951,0.595512783231179,0.314431076088043,0.19,0.227427090274833
0.492369601661294,0,0.53,0.249784292056667,0.68,0.525,0.53,0.741465198910054,0.246184800830647,0.635732599455027,0.400639133428558,0.32,0.332838339583363
0.625282942011866,0.5,0.3,0.0219509165307127,0.245,0.55,0.3,0.517520561365686,0.562641471005933,0.408760280682843,0.443800583896259,0.408760280682843,0.350163059695305
0.541024750434155,0,0,0.0141052701614356,0.19,0.57,0,0.507128230074318,0.270512375217078,0.253564115037159,0.261358830084746,0.26,0.299030210425502
0.27268802346584,0,0.5,0,0.13,0.545,0.5,0.459590494532371,0.13634401173292,0.479795247266185,0.288713086333035,0.25,0.290273908711637
0.381193024879608,0.5,0.5,0.0416014794581507,0.875,0.505,0.5,0.755115859940459,0.440596512439804,0.627557929970229,0.432718147470011,0.440596512439804,0.232890092926275
0.688315677228867,0,0.5,0,0.365,0.52,0.5,0.540222795019498,0.344157838614434,0.520111397509749,0.348089745374727,0.344157838614434,0.204070733858196
0.520184566538292,0,0.5,0,0.2,0.52,0.5,0.470573677096399,0.260092283269146,0.4852868385482,0.315126373939115,0.260092283269146,0.232566419010135
0.410176667575899,0.5,0.745,0.0229477923601887,0.615,0.55,0.745,0.673961099042741,0.455088333787949,0.709480549521371,0.488189627769773,0.455088333787949,0.289443282050481
0.660822887868911,0.5,0.68,0.016549122038657,0.085,0.555,0.68,0.452298781166648,0.580411443934455,0.566149390583324,0.488853611505926,0.566149390583324,0.303186655193083
0.15055518670062,0,0.08,0.00325595527961134,0.195,0.525,0.08,0.473017665449627,0.0752775933503102,0.276508832724814,0.187262142025041,0.21,0.272506079478727
0.63375859692594,0.5,0.865,0.0122834968520894,0.19,0.555,0.865,0.495518390919286,0.56687929846297,0.680259195459643,0.509046164640871,0.56687929846297,0.261920798671184
0.44783903929577,0,0.485,0.03355884006972,0.17,0.54,0.485,0.481436254748813,0.223919519647885,0.483218127374406,0.309045882340764,0.223919519647885,0.254296138351898
0.622646800892593,0,0.265,0.0286907492709815,0.21,0.57,0.265,0.51934052476293,0.311323400446296,0.392170262381465,0.327831220942587,0.311323400446296,0.304698751274915
0.452739178418098,0,0.75,0.00577838567017694,0.165,0.535,0.75,0.468432145134826,0.226369589209049,0.609216072567413,0.355195220592154,0.23,0.255603669289045
0.509740429148206,0.5,0.665,0.0222264007313376,0.135,0.535,0.665,0.460020064938241,0.504870214574103,0.56251003246912,0.482460082347741,0.504870214574103,0.364894515810464
0.20735352683837,0.5,0.5,0,0.665,0.5,0.5,0.652005612423667,0.353676763419185,0.576002806211833,0.409893189877006,0.353676763419185,0.307547240778929
0.440555249275446,0.5,0.6,0.00200672598462339,0.68,0.465,0.6,0.632865139019285,0.470277624637723,0.616432569509642,0.498903398049122,0.470277624637723,0.392143729252914
0.674128098797097,0.5,0.65,0.0418626816972405,0.275,0.53,0.65,0.520478782460993,0.587064049398548,0.585239391230496,0.550767813543015,0.585239391230496,0.445030702361603
0.694384045264263,0.5,0.585,0.00238633241216361,0.735,0.51,0.585,0.689596500844532,0.597192022632131,0.637298250422266,0.544830091018132,0.597192022632131,0.369120934596314
0.622778494462151,0.5,0.725,0.656023349260981,0.45,0.47,0.725,0.708538227132314,0.561389247231075,0.716769113566157,0.562719453599077,0.561389247231075,0.377032239088035
0.357551592124278,0.5,0.4,0,0.53,0.455,0.4,0.561603099960562,0.428775796062139,0.480801549980281,0.449859115347473,0.44,0.431257318392757
0.372907420960331,0.5,0,0,0.495,0.6,0,0.654505627449619,0.436453710480165,0.327252813724809,0.424568841401658,0.436453710480165,0.502370290297483
0.27831521849505,0,0,0,0.09,0.645,0,0.516965572164401,0.139157609247525,0.2584827860822,0.249213465109909,0.2584827860822,0.392802656194347
0.51532225407487,0.5,0.77,0.464733690529907,0.245,0.54,0.77,0.624542735644209,0.507661127037435,0.697271367822104,0.55164416495318,0.507661127037435,0.419516537935184
0.493539856505575,0.5,0.5,0,0.305,0.56,0.5,0.544599727959484,0.496769928252788,0.522299863979742,0.486356597410843,0.496769928252788,0.421946458368035
0.35603898671254,0,0.295,0.00423851530436275,0.22,0.615,0.295,0.550658270066166,0.17801949335627,0.422829135033083,0.306949542796451,0.32,0.352264023520382
0.478182023229524,0.5,0.815,0.0294397292743946,0.28,0.515,0.815,0.508239386026037,0.489091011614762,0.661619693013019,0.50690356820926,0.489091011614762,0.351671817648413
0.54630822083282,0,0.36,0.179532367228702,0.245,0.61,0.36,0.602807207224516,0.27315411041641,0.481403603612258,0.364852571342889,0.34,0.357161557122118
0.582338000021305,0.5,0.235,0.103110419526022,0.69,0.335,0.235,0.566681418764184,0.541169000010652,0.400840709382092,0.450669903130915,0.41,0.397685573465003
0.520756781245912,0.5,0.835,0.463887849194675,0.23,0.565,0.835,0.636557297134252,0.510378390622956,0.735778648567126,0.562052346396694,0.510378390622956,0.407996138357845
0.238076961287226,0,0,0,0.255,0.61,0,0.560623790789481,0.119038480643613,0.28031189539474,0.289783458679451,0.28031189539474,0.501278693502616
0.480494927502158,0.5,0.71,0.376274197083783,0.3,0.495,0.71,0.591477696562377,0.490247463751079,0.650738848281189,0.516995437344089,0.490247463751079,0.388106141021664
0.412513820252586,0.5,0.5,0.00190367201973036,0.24,0.525,0.5,0.491663348416201,0.456256910126293,0.4958316742081,0.457362861444798,0.456256910126293,0.409641737266979
0.514809436630872,0.5,0.01,0.043783340190652,0.685,0.59,0.01,0.738598556602766,0.507404718315436,0.374299278301383,0.483901332205606,0.507404718315436,0.546299160296085
0.110007225603057,0.5,0.5,0.00211877312256884,0.165,0.495,0.5,0.43778234296057,0.305003612801528,0.468891171480285,0.397964928093938,0.42,0.426502663756
0.583861570362199,0.5,0.72,0.0768966509433379,0.15,0.57,0.72,0.506473578854457,0.541930785181099,0.613236789427228,0.541722524869443,0.541930785181099,0.438961482986886
0.411557563780068,0,0.335,1,0.05,0.55,0.335,0.688008912729168,0.205778781890034,0.511504456364584,0.429094412751539,0.511504456364584,0.568675127744746
0.770182614241111,0,0.27,0.00479768472757479,0.12,0.565,0.27,0.471461358456044,0.385091307120555,0.370730679228022,0.485273995449526,0.385091307120555,0.675568690315821
0.741926497849141,0,0.5,0.00228216038105576,0.115,0.545,0.5,0.453848637263495,0.37096324892457,0.476924318631748,0.409295855852106,0.38,0.383458586235726
0.557129820520707,0,0.5,0.00209572359558302,0.415,0.585,0.5,0.610139092843151,0.278564910260354,0.555069546421576,0.424544818893976,0.44,0.442050751502148
0.477442720148451,0.5,0.81,0.449132652116517,0.105,0.525,0.81,0.550275083781215,0.488721360074226,0.680137541890608,0.479619633988278,0.488721360074226,0.260842978401301
0.180802053339396,0.5,0.875,0.224511630593569,0.025,0.675,0.875,0.569836531331383,0.340401026669698,0.722418265665692,0.550939764111797,0.59,0.560610759283437
0.437905923724784,0,0.74,0.544756498400559,0.19,0.545,0.74,0.625723220025053,0.218952961862392,0.682861610012527,0.39060485729164,0.27,0.287924239688779
0.455431816864071,0,0.505,1,0.55,0.585,0.505,0.925057745127486,0.227715908432036,0.715028872563743,0.407581593665259,0.28,0.294121882883245
0.784370192672881,0,0.705,0.00590351398476952,0.2,0.575,0.705,0.51294242786768,0.39218509633644,0.60897121393384,0.39038543675676,0.39218509633644,0.185008557255839
0.487672581946427,0.5,0.385,0.00570153030074896,0.095,0.54,0.385,0.442577154946087,0.493836290973213,0.413788577473043,0.499208289482086,0.493836290973213,0.563298052679989
0.462275310199446,0.5,0.375,0.111921410022017,0.14,0.575,0.375,0.515018419967693,0.481137655099723,0.445009209983847,0.448715621694523,0.445009209983847,0.41012320070842
0.774236208078759,0,0.715,0.00210483304060054,0.725,0.485,0.715,0.666737653646368,0.38711810403938,0.690868826823184,0.419328976954188,0.38711810403938,0.18967314194951
0.503934123024466,0.5,0.21,0.509988913999185,0.045,0.55,0.21,0.559242864026777,0.501967061512233,0.384621432013388,0.428862831175207,0.4,0.393622217357096
0.617983353012307,0.5,0.1,0.416828790928332,0.21,0.565,0.1,0.615951403754148,0.558991676506153,0.357975701877074,0.405655792794409,0.357975701877074,0.299658196020813
0.780316598835232,0,0.8,0.421758888194282,0.24,0.56,0.8,0.626176199547214,0.390158299417616,0.713088099773607,0.501082133063741,0.4,0.385562795359264
0.314725672651751,0.5,0.86,0.593669624650547,0.07,0.59,0.86,0.621128992332433,0.407362836325875,0.740564496166217,0.525975777497364,0.43,0.40913938581255
0.241569646796569,0,0.385,1,0.01,0.52,0.385,0.648846364397128,0.120784823398284,0.516923182198564,0.422569335198949,0.516923182198564,0.630803928376777
0.672373141979883,0.5,0.72,0.697647246410044,0.6,0.55,0.72,0.842022101293086,0.586186570989941,0.781011050646543,0.552399207212161,0.586186570989941,0.263013312623657
0.871522460182327,0.5,0.5,0.284151059855655,0.32,0.585,0.5,0.642942254507253,0.685761230091164,0.571471127253627,0.502410785781597,0.571471127253627,0.229392031631059
0.426341380870399,0,0.265,0.80979919429885,0.155,0.51,0.265,0.653465097217489,0.213170690435199,0.459232548608745,0.394134413014648,0.459232548608745,0.517142870515577
0.563973313856082,0,0.225,0.00597615285608611,0.14,0.505,0.225,0.435652452610215,0.281986656928041,0.330326226305107,0.357437627744383,0.330326226305107,0.472899980561915
0.252347490536122,0,0.375,0.882643907565991,0.3,0.57,0.375,0.778056240729782,0.126173745268061,0.576528120364891,0.394233955210984,0.48,0.492085485009096
0.251108066091466,0,0.81,0.0690364403549091,0.04,0.625,0.81,0.498852009737872,0.125554033045733,0.654426004868936,0.426660012638223,0.5,0.505514127570415
0.652151194762309,0,0.585,0.0743907894517376,0.01,0.61,0.585,0.476433540696404,0.326075597381155,0.530716770348202,0.485597455909785,0.530716770348202,0.58232809959181
0.362451282340381,0.5,0.78,0.600040835858991,0.29,0.595,0.78,0.719354265428278,0.43122564117019,0.749677132714139,0.553634257961443,0.48,0.45108048191056
0.511014532054994,0.5,0.475,0.773099915459825,0.29,0.505,0.475,0.697251918383482,0.505507266027497,0.586125959191741,0.493877741739746,0.505507266027497,0.372416489916644
0.2817721032767,0,0.365,0.805132915255472,0.035,0.645,0.365,0.701855689766869,0.14088605163835,0.533427844883435,0.371437965507262,0.44,0.457228750530588
0.7654633662002,0,0.94,0.784122559096696,0.665,0.505,0.94,0.858394442736662,0.3827316831001,0.899197221368331,0.523976301489477,0.3827316831001,0.276596193288219
0.721363731791146,0,0.81,0.568432480988306,0.64,0.455,0.81,0.75496126130433,0.360681865895573,0.782480630652165,0.451054165515913,0.360681865895573,0.213878423042394
0.234905264555724,0,0.87,1,0.04,0.645,0.87,0.754334480733213,0.117452632277862,0.812167240366606,0.483206624214823,0.52,0.51499468541095
0.559204440888301,0,0.71,0.37628522088974,0.295,0.495,0.71,0.589369966606333,0.279602220444151,0.649684983303166,0.376429067915772,0.279602220444151,0.220911514532871
0.453631730035434,0,0.78,0.559723636572224,0.23,0.595,0.78,0.683606337390005,0.226815865017717,0.731803168695002,0.546206344570907,0.68,0.652325688562849
0.449184562187258,0,0.72,0.405350184521383,0.125,0.59,0.72,0.59566955382809,0.224592281093629,0.657834776914045,0.497475686002558,0.61,0.594065042598461
0.316382246151651,0,0.785,0.983252698765401,0.125,0.625,0.785,0.771033633210365,0.158191123075826,0.778016816605182,0.528735979893669,0.65,0.629600503655037
0.558160156823724,0.5,0.56,0.859874084764875,0.23,0.595,0.56,0.761187635005401,0.529080078411862,0.660593817502701,0.549891298638188,0.529080078411862,0.428491825551197
0.731673472783448,0,0.555,0.651786206719857,0.665,0.49,0.555,0.813049886666318,0.365836736391724,0.684024943333159,0.459953893241628,0.365836736391724,0.32688826290332
0.814772146455246,0.5,0,0.0768637341678991,0.395,0.54,0,0.587605544235869,0.657386073227623,0.293802772117934,0.427062948448519,0.33,0.320435171009246
0.386950096362265,0.5,0.115,0.639080611459064,0.63,0.275,0.115,0.635333374999954,0.443475048181132,0.375166687499977,0.356213911893703,0.375166687499977,0.265422925408249
0.635426947202592,0.5,0.3,0.797499205109135,0.11,0.555,0.3,0.664707517725562,0.567713473601296,0.482353758862781,0.476689077488026,0.482353758862781,0.363270515938893
0.605987633941601,0,0.76,0.777544386107219,0.065,0.57,0.76,0.651693444695976,0.302993816970801,0.705846722347988,0.50628017977293,0.51,0.493544228059935
0.602139834995222,0.5,0.465,0.790733634400686,0.72,0.465,0.465,0.853615726183971,0.551069917497611,0.659307863091986,0.470125926863199,0.551069917497611,0.192931291658601
0.574226338921774,0,0.8,0.0562877018909388,0.4,0.515,0.8,0.565832811688222,0.287113169460887,0.682916405844111,0.336676525101666,0.287113169460887,0.074554930481904
0.555055200153113,0,0.57,0.0135139945583999,0.265,0.545,0.57,0.520069162184126,0.277527600076557,0.545034581092063,0.36085406038954,0.277527600076557,0.281151170691999
0.407337106022079,0,0.455,0.554431161220688,0.665,0.535,0.455,0.821302940830543,0.203668553011039,0.638151470415272,0.397273341142104,0.35,0.363921798661763
0.521733202984037,0.5,0.68,0.775936540907649,0.25,0.565,0.68,0.725656307020458,0.510866601492018,0.702828153510229,0.514564918334082,0.510866601492018,0.311135161489455
0.735727066621097,0,0.325,0.00179567726727646,0.73,0.44,0.325,0.635351453505003,0.367863533310549,0.480175726752502,0.329346420021017,0.367863533310549,0.168119401560703
0.212277016552301,0,0.19,0.771225380519144,0.125,0.59,0.19,0.690239036038475,0.106138508276151,0.440119518019237,0.338752675431796,0.440119518019237,0.493167033964425
0.513031987589753,0.5,0.76,0.893147454367394,0.685,0.405,0.76,0.820757225083086,0.506515993794876,0.790378612541543,0.48229820211214,0.506515993794876,0.144821371886848
0.259943004524197,0.5,0.85,0.715083915710028,0.645,0.53,0.85,0.850672310715175,0.379971502262098,0.850336155357588,0.490102552539895,0.379971502262098,0.234865707307538
0.276275725495812,0,0.35,0.733592959721593,0.08,0.63,0.35,0.691220678224843,0.138137862747906,0.520610339112421,0.376249400620109,0.47,0.485193934100358
0.705062602020852,0,0.72,0.0353203587274913,0.15,0.635,0.72,0.543995972100773,0.352531301010426,0.631997986050387,0.568176429020271,0.631997986050387,0.681420368018448
0.346462719267525,0.5,0.265,0.520230299591925,0.11,0.52,0.265,0.567049620733709,0.423231359633762,0.416024810366854,0.493085390000206,0.423231359633762,0.6151837757445
0.549523224606431,0,0.235,0.135859200207235,0.16,0.62,0.235,0.563064920999492,0.274761612303216,0.399032460499746,0.441264690934321,0.399032460499746,0.640155092159029
0.546781148557475,0,0.7,0.501534726771755,0.655,0.57,0.7,0.829400291341914,0.273390574278738,0.764700145670957,0.382696906649898,0.273390574278738,0.133965447671964
0.559490345280213,0,0.75,0.0664448021887049,0.225,0.515,0.75,0.494587888574536,0.279745172640106,0.622293944287268,0.367346372309125,0.279745172640106,0.222510694780837
0.526894730658683,0,0.095,0.040506721014479,0.38,0.51,0.095,0.549598524422808,0.263447365329341,0.322299262211404,0.438582209180248,0.322299262211404,0.717638226233191
0.289342428065846,0.5,0.855,1,0.21,0.59,0.855,0.785251336233285,0.394671214032923,0.820125668116643,0.574932294049855,0.51,0.477554253052088
0.356834046971811,0,0.755,1,0.6,0.44,0.755,0.838486955631438,0.178417023485905,0.796743477815719,0.518386833767208,0.58,0.56361216663547
0.658016898149672,0,0.5,0.0127799752399497,0,0.595,0.5,0.445148588356485,0.329008449074836,0.472574294178242,0.497194247751026,0.472574294178242,0.666254875343596
0.409530766861243,0,0.74,0.627394734842639,0.06,0.575,0.74,0.614485964631152,0.204765383430622,0.677242982315576,0.477336121915399,0.55,0.541058692387133
0.451739756929404,0,0.9,0.308544568076883,0.21,0.51,0.9,0.547119829780408,0.225869878464702,0.723559914890204,0.346476597784969,0.225869878464702,0.123232710630012
0.75599503580934,0,0.5,0.00206907639110471,0.115,0.495,0.5,0.41666370430269,0.37799751790467,0.458331852151345,0.328776456685338,0.37799751790467,0.177360409947014
0.357899799569936,0.5,0.875,0.981014153803431,0.66,0.63,0.875,1,0.428949899784968,0.9375,0.455483299928323,0.428949899784968,0.0093242621178622
0.327271360150496,0,0.895,1,0.205,0.565,0.895,0.764575828832269,0.163635680075248,0.829787914416134,0.331141198163794,0.163635680075248,0.0424615648490766
0.388976893281089,0.5,0.365,0.50867077480703,0.645,0.245,0.365,0.585679555658244,0.444488446640544,0.475339777829122,0.306609408156556,0.444488446640544,0.0349811723202748
0.391626941026717,0.5,0.79,0.0303661988955043,0.15,0.44,0.79,0.397909008169036,0.445813470513358,0.593954504084518,0.346589324865959,0.445813470513358,0.0278597331754901
0.650673978301264,0.5,0.77,0.984088569162569,0.635,0.535,0.77,0.919695035272339,0.575336989150632,0.844847517636169,0.473394835595601,0.575336989150632,0
0.728502246449384,0.5,0.87,0.288646787957471,0.68,0.355,0.87,0.62526866007619,0.614251123224692,0.747634330038095,0.497295151087596,0.614251123224692,0.118505095150794
0.225022035493945,0.5,0.845,0.99554065878384,0.15,0.48,0.845,0.677086073861767,0.362511017746972,0.761043036930883,0.414518018225952,0.362511017746972,0.134158861104796
0.278112756808916,0.5,0.815,0.446383684436565,0.185,0.435,0.815,0.516500073423665,0.389056378404458,0.665750036711832,0.361602138372097,0.389056378404458,0.0562942566018736
0.213040119131203,0.5,0.845,1,0.68,0.495,0.845,0.913099066681515,0.356520059565601,0.879049533340758,0.411856530968786,0.356520059565601,0.0200817058945821
0.365336198358736,0.5,0.815,0.00482157413424419,0.575,0.525,0.815,0.633826367472562,0.432668099179368,0.724413183736281,0.385693760971883,0.432668099179368,0.0215018111579602
0.154596757817192,0.5,0.785,0.934856058778121,0.69,0.44,0.785,0.859639322802954,0.327298378908596,0.822319661401477,0.383206013436691,0.327298378908596,0.0263745449035815
0.362664398537705,0.5,0.77,0.948545039650204,0.185,0.525,0.77,0.713129821059634,0.431332199268853,0.741564910529817,0.430965703266223,0.431332199268853,0.128356627795956
0.0787469497592616,0.5,0.775,0.967823436926666,0.075,0.46,0.775,0.623411240784269,0.289373474879631,0.699205620392134,0.342859698423922,0.289373474879631,0.0733670770327074
0.0900373864897004,0.5,0.89,0.245813390146285,0.56,0.42,0.89,0.611812219384449,0.29501869324485,0.750906109692225,0.355308267645692,0.29501869324485,0.0517962628567985
0.211060964190463,0,0.875,0.5266505035299,0.265,0.67,0.875,0.745526608713752,0.105530482095231,0.810263304356876,0.448597928817369,0.43,0.435513021961749
0.999753026579018,0,0.5,0.00177732130777746,0.21,0.51,0.5,0.467828257125571,0.499876513289509,0.483914128562785,0.561263547284098,0.499876513289509,0.657309779921676
0.375995877947955,0.5,0.5,0,0.19,0.515,0.5,0.462639532820391,0.437997938973977,0.481319766410195,0.389772568461391,0.437997938973977,0.259722498952709
0.844020796298067,0,0,0,0.125,0.625,0,0.516887685025411,0.422010398149034,0.258443842512705,0.46681808022058,0.422010398149034,0.696410441059698
0.697457807584676,0,0.385,0.740475974655366,0.75,0.635,0.385,0.979530379426281,0.348728903792338,0.68226518971314,0.580331364501826,0.68226518971314,0.669865555222546
0.248178702811903,0,0.5,0.00200552361033704,0.085,0.575,0.5,0.463391571354653,0.124089351405952,0.481695785677326,0.248595045694426,0.14,0.192646644978889
0.417637954536541,0.5,0.225,0.691841302117876,0.15,0.55,0.225,0.650569271782774,0.45881897726827,0.437784635891387,0.315534537719886,0.437784635891387,0.0806340714016485
0.517217969847509,0,0.34,0.0273041457202217,0.115,0.405,0.34,0.356352590272377,0.258608984923755,0.348176295136189,0.305595093353314,0.31,0.339546237932535
0.669740306721329,0.5,0.4,0.645865362657899,0.33,0.495,0.4,0.673823668699334,0.584870153360665,0.536911834349667,0.423927329236777,0.536911834349667,0.151840834525719
0.355725685719803,0,0.3,1,0.24,0.64,0.3,0.83504466835933,0.177862842859901,0.567522334179665,0.511795059013189,0.567522334179665,0.765699703947106
0.562082896283826,0.5,0.065,0.015691280706902,0.145,0.385,0.065,0.351162491980108,0.531041448141913,0.208081245990054,0.489707564710656,0.531041448141913,0.69734467962864
0.552279119001363,0.5,0.5,0.00597697996198231,0.21,0.6,0.5,0.535747503696257,0.526139559500681,0.517873751848129,0.461337770449603,0.517873751848129,0.329466125444267
0.756328763650021,0.5,0.5,0.00378911585318933,0.18,0.59,0.5,0.515092548958963,0.628164381825011,0.507546274479481,0.661903552101497,0.628164381825011,0.777625755020703
0.432723071389746,0.5,0,0.00393220532267204,0.12,0.58,0,0.482376610766888,0.466361535694873,0.241188305383444,0.502516613692772,0.466361535694873,0.764768526280168
0.911811425137832,0,0.665,0.0109427616555835,0.115,0.595,0.665,0.493217039736047,0.455905712568916,0.579108519868023,0.391671410812313,0.455905712568916,0.153400565215408
0.467425734456677,0,0.15,1,0.175,0.65,0.15,0.815033108284297,0.233712867228338,0.482516554142148,0.425409807123496,0.482516554142148,0.558584449706348
0.841599506065053,0.5,0.165,0.162656160512724,0.115,0.52,0.165,0.476736331066632,0.670799753032526,0.320868165533316,0.503889306188614,0.52,0.488059220827345
