"Índice de Risco de Impacto para precipitação (média)","Índice de Risco de Impacto para precipitação (mediana)","Índice de Risco de Impacto para precipitação (PCA)"
0.346100218800348,0.446358468893789,0.49250770650688
0.47331331385395,0.57532659109498,0.294549901679096
0.460117401859719,0.613952377880461,0.327855003228404
0.374318334549218,0.362902203314421,0.430722325598979
0.351114745286623,0.389166802353417,0.474771242479165
0.411840871464732,0.356717333277782,0.365278894749506
0.385376493746068,0.433002215502231,0.422907792933862
0.38321735940782,0.327744400250736,0.409827533493983
0.410835848683695,0.431835127762421,0.392414704360549
0.329217426555618,0.289607065671888,0.496506478648344
0.348297181937244,0.295282770404057,0.464636232004135
0.305194261754561,0.106203276098276,0.508519897216157
0.417246430583102,0.482104480396412,0.439213615452924
0.492291392641017,0.43738183722372,0.309322013140141
0.296242639121086,0.256765246133697,0.621259365497103
0.420482984133643,0.349285908614439,0.400720495764966
0.254866586134961,0.16,0.633737629856084
0.298642589015843,0.436649861637518,0.576092027500446
0.201559918075692,0.258640640838058,0.710859570490895
0.410064030413428,0.535855498632758,0.429255139484267
0.358468048279081,0.33,0.50237359195669
0.399036933809008,0.46,0.518046782607215
0.354043042814279,0.516261140424013,0.496021500538701
0.634636632921214,0.628039958714714,0.19815493717899
0.312116577165195,0.239410348952731,0.605640753047103
0.364437126563844,0.455948548227795,0.475965522588872
0.275367984154374,0.234175357028109,0.604785652185776
0.389968169081515,0.31910885257862,0.493232481436894
0.360222262465449,0.22,0.463597800401909
0.364401014991183,0.32,0.50360247286223
0.392512965252028,0.410280631180009,0.505493604937851
0.392208017605304,0.530536132182058,0.445160938167257
0.408854432196389,0.462944177246675,0.452670005810426
0.531639052969323,0.579690251500947,0.255477185626935
0.500566115196089,0.5,0.308426330584556
0.66232609429184,0.7,0.106051501729054
0.354051810957404,0.485358334907265,0.485069030009452
0.498432098511241,0.439125876054898,0.292337770584357
0.342976767644582,0.34062731220372,0.525767197041804
0.292604984499149,0.30558559486614,0.582090108124905
0.329366965922404,0.26,0.586529514871903
0.47331068947778,0.48198014457691,0.378110382812084
0.431717315489181,0.478772028387962,0.441740540115524
0.429031351741162,0.543091059365454,0.409737823864803
0.358656300888622,0.22,0.478265033845456
0.579602076978426,0.57,0.220676831684128
0.41139118672246,0.28,0.402718330041051
0.3900376470089,0.409498178758386,0.494800626306581
0.549000575716257,0.519488826591076,0.298897050633398
0.461033116680061,0.501364360608087,0.406305976731394
0.359906442448347,0.294285435572902,0.480341532705127
0.254020473723423,0.255890075181129,0.67822503147034
0.367209140274531,0.262138446069847,0.4760968025496
0.367443095774198,0.27,0.471162244807601
0.347717929990351,0.427808152323436,0.520338931485212
0.423970539356473,0.631948356714314,0.389621771673303
0.594173035559283,0.704867223431586,0.22170321579487
0.270567358470783,0.23,0.659941395707225
0.380562498679584,0.434107885702559,0.480588326162423
0.283489916311594,0.0982071247930162,0.549004460763697
0.265565276089918,0.282726128122065,0.636082877092077
0.317590381120351,0.26,0.559244807141503
0.348864163894641,0.364317800747242,0.540818838730765
0.230467747602417,0.302856212338313,0.681922024764879
0.569750756859275,0.49,0.224040247974563
0.318884843551107,0.26409724695517,0.593315128755641
0.471924423138112,0.374741822530799,0.336555243329977
0.285814605676103,0.229324590247478,0.637274029535985
0.400370787318248,0.32,0.496953194465777
0.456407884601312,0.499176254501215,0.383457633383402
0.424772860261035,0.406968322472652,0.437370651795439
0.464784937787837,0.507098111159034,0.363217404822334
0.373614019738842,0.346069869857393,0.49414750913898
0.254869561998106,0.351614304894471,0.647540762586837
0.419778389572854,0.489901201803764,0.419883980900504
0.481965154073104,0.449305068687935,0.313296888785197
0.607603406912795,0.716386879503163,0.205793001297847
0.336547115971006,0.401188537706734,0.543773495106152
0.461687771355789,0.240728900600811,0.46927820366146
0.509659858119931,0.343707973498465,0.386619013248505
0.33373623097609,0.32092806174826,0.568416443904794
0.280720984517225,0.346596853179826,0.612666277827397
0.301940321674454,0.345661756513414,0.552304656267534
0.220235168202958,0.192945480666678,0.708582961011375
0.222822754089698,0.21,0.712830196069212
0.195657383653101,0.218464894328138,0.714590777713504
0.317112001600553,0.31,0.589136490212362
0.209010505940558,0.26669149931517,0.731640127504313
0.46205988361382,0.383838602076354,0.341524104081581
0.588937728997257,0.52,0.202920136572639
0.456155652999361,0.506349101549091,0.371207668506684
0.408482444678321,0.383442519586942,0.461311876292353
0.314372776660361,0.463617971391314,0.55229602479569
0.374226133338945,0.47356877706043,0.477625874828386
0.341246778322777,0.503387109848825,0.509941450445197
0.394159106086056,0.39,0.472172576283475
0.251108622548042,0.16,0.633361468271623
0.359447760829835,0.466406787932313,0.503061386045681
0.488254585427721,0.451111693038345,0.302780955053633
0.280918893656091,0.301171495725514,0.63316702087327
0.235278105045672,0.15,0.655894784278434
0.426405237175766,0.32925538197665,0.382876276663092
0.591970086088688,0.55,0.200276013268425
0.459275638098913,0.461929117422898,0.343097288139385
0.298075511993437,0.371756188865249,0.587788616592396
0.342229189263117,0.307788454663611,0.569630102550345
0.28822859107,0.389963261355104,0.585163215539765
0.215495834830156,0.251420360403073,0.708681050581493
0.211824347420443,0.240758970391668,0.690374909343507
0.51292804239915,0.700492104393146,0.315373504967843
0.640398512216492,0.71308405932853,0.168248341996841
0.31662540640407,0.3035327486752,0.571831053259503
0.428654526318881,0.416551464772777,0.386222851755775
0.410763276931578,0.390873046751574,0.463728784092503
0.363150367404966,0.52350276200938,0.484865459862479
0.700223699798378,0.788788538450803,0.0865317785677294
0.450834711880948,0.344232319064117,0.453008637685213
0.307703428698698,0.231734989432097,0.627177751982386
0.539266814648045,0.65,0.26898392527239
0.486621632080052,0.476265918052699,0.358832926523453
0.504614605051506,0.38,0.290101729294891
0.43545989993649,0.44807393489342,0.386274290040662
0.521442816116853,0.474252660349518,0.276315962206708
0.290217169122413,0.347796007166527,0.610828250191554
0.311918265243694,0.395939803146627,0.566132979941014
0.56630560516105,0.693023252578459,0.249128253450102
0.532417689350138,0.63,0.281099957979357
0.578269496076564,0.543281264262177,0.274900926909373
0.345740707255432,0.288340554218838,0.517155068329044
0.455865728377777,0.355001825028043,0.349802833836129
0.423416622955865,0.458000212098569,0.427054286184987
0.505765610772514,0.49,0.308312710970672
0.469057344492706,0.368499788268889,0.318105356819457
0.536554612526146,0.402939907175921,0.341268981229035
0.631255610475857,0.752447372924641,0.173300455065826
0.467412214192415,0.522670861374847,0.366715308350579
0.46629269613186,0.501300650525055,0.377297287846298
0.257986353533641,0.259634631107855,0.670036157528602
0.409861299129341,0.291525751311509,0.403039717303924
0.266216157790259,0.326209440125153,0.633894029378524
0.461311900402332,0.293743250688655,0.456434953424725
0.166175389538084,0.19,0.778068037013892
0.500861564699514,0.61,0.318145507341277
0.160058549401638,0.211660411594714,0.785655073015421
0.304918200048329,0.229479410535106,0.568940269241661
0.604118848395288,0.525263192282702,0.234185432850204
0.377046287521154,0.394592690044228,0.495277815023451
0.27927168163892,0.139721825461095,0.587489770094337
0.519523800913454,0.626327977604039,0.268062434215912
0.304511986166662,0.24,0.62105997721095
0.321347398433467,0.474129792896222,0.539458252950321
0.488694170498702,0.344712710711114,0.412441533569507
0.466974749122899,0.54,0.430085487410419
0.414687884573074,0.59593417999245,0.406870247837871
0.387728051993718,0.435213692782221,0.46621765287008
0.351071040403142,0.300416794103381,0.460690154662874
0.480807509785836,0.530760941834028,0.408843930809877
0.30471816628223,0.352530094081378,0.548628365044449
0.485207054012952,0.51,0.348378623968003
0.494145376915087,0.56,0.346863244055375
0.440346177272981,0.448301671977243,0.353299576815019
0.449279753614326,0.410780966950754,0.38120313686817
0.309652815915587,0.285759766030594,0.529501260312642
0.51148366834146,0.456468520088507,0.336800486699697
0.438402330380339,0.585259577489514,0.356105005122566
0.478837529461405,0.451075893795775,0.350283148130837
0.379790726876046,0.392548419732106,0.42828843694199
0.371051666739489,0.372888911295378,0.493875220358346
0.391425222410611,0.482871293359667,0.438375087545963
0.468447754898649,0.558789597577712,0.362932519257988
0.326038575393445,0.474115397691434,0.531397366450842
0.197338432505797,0.23,0.734047403611225
0.32430508110462,0.319174934863685,0.579741228920113
0.260840700819701,0.274418284928308,0.649587497736063
0.169178147831433,0.11,0.758650097239415
0.267773932696209,0.276828440381112,0.642537771414888
0.402174763607588,0.3,0.42428462169482
0.396111718581071,0.4,0.43210128422816
0.257371217571701,0.271559174928922,0.652853458229661
0.353752888901702,0.22,0.474841616733275
0.487631126606595,0.466423341235221,0.292866626054076
0.214894006672308,0.27,0.713968783875466
0.320863201503429,0.373065777188773,0.566690484687105
0.358735179391439,0.22,0.470634602402487
0.481985500639111,0.545070999500841,0.350867554957205
0.36450093183721,0.206859162878076,0.460741949483354
0.229739263525344,0.286095781485932,0.680259451121608
0.250050645436187,0.233599132232276,0.691843387715735
0.14920314524039,0.08,0.781979095851856
0.271198212855016,0.32,0.64656396012228
0.188407426077061,0.17232205175101,0.775633237240178
0.350476066158615,0.24,0.475573777934828
0.286779718131464,0.346121146126732,0.61423382703023
0.275010469830879,0.267476068743089,0.63532876375256
0.377105089292937,0.223026204901513,0.446144909409819
0.2664736049734,0.293732687124324,0.642991955356869
0.42090235985513,0.282664849486669,0.39161155768493
0.249264409309055,0.283388865783248,0.661952581148046
0.462573248973839,0.351376972229675,0.344416154559875
0.195212868036986,0.176140981351407,0.767683031341385
0.201847823241922,0.21,0.721642797849655
0.281826208418733,0.311657710413994,0.626191929187089
0.339986479643136,0.27,0.496073471326151
0.466391539082538,0.36,0.347571451513109
0.138202071827406,0.13,0.827550813191848
0.270963898328146,0.290504974765051,0.637001543316141
0.215845667832672,0.24,0.706953573537313
0.254553745826542,0.304592626775479,0.660724462747072
0.433355764880711,0.255675704732169,0.365913936287947
0.127204464829849,0.0275007559964879,0.806196399328675
0.153425154234724,0.07,0.773551836120494
0.403061452751758,0.279868282756408,0.415099118434718
0.192737040881208,0.22,0.736945881693799
0.291413751948362,0.335880685183897,0.613585981400578
0.473013937020057,0.425875851203568,0.333888098223345
0.0931350733305034,0.0785925764767939,0.879584693778441
0.195962256179018,0.22,0.733795835252454
0.352294679889489,0.24,0.475054850553452
0.281310094155804,0.29450772876419,0.626580930130545
0.321008264706225,0.25,0.554557852127873
0.2660736391664,0.271682042382218,0.646875621794826
0.265484749620587,0.287934114938859,0.650479531321219
0.232825478470497,0.19,0.683461167244315
0.285094705295303,0.331731919278604,0.621188736052269
0.411599659811858,0.270987352929045,0.401253403018692
0.420848448560424,0.298548319683422,0.391999740904313
0.27909250013442,0.314351437693481,0.622365863671646
0.424220586840979,0.281483368566823,0.381247119783088
0.223252994961818,0.211087665226821,0.71642979822587
0.18156524262835,0.139246084637852,0.750779938097989
0.264676289366127,0.283685626033127,0.646714786550816
0.305736781555782,0.31,0.600699397300587
0.235900718339068,0.19,0.677103552589002
0.347244646424015,0.24,0.479496569869433
0.188438138521365,0.16,0.737943455156621
0.378992554992194,0.216423341235221,0.441849389168125
0.210101084420356,0.17,0.709111060120255
0.0968515551925904,0.13,0.882312812827001
0.187832255184784,0.145781861543092,0.741056844321883
0.142463254813918,0.06,0.790196465684134
0.147804468055507,0.17,0.804225164639756
0.331195745753636,0.42,0.608197273255581
0.193270126622454,0.18,0.73234742727609
0.172758358326185,0.12,0.751328567389787
0.262541694617836,0.33,0.655803506902473
0.273246930961152,0.251104367165572,0.648732269628131
0.406117643571944,0.264862693650295,0.409693591388104
0.131682214988866,0.17,0.836264397134246
0.219023612531401,0.23,0.70411830716557
0.341700214427734,0.33,0.568781504219817
0.361965925396182,0.2,0.46519423536569
0.265502338718276,0.301844488282376,0.641478423009998
0.375223909945372,0.34747485281962,0.517266509109572
0.415744565828132,0.283236671486546,0.39832498407305
0.279252805714024,0.281195118393629,0.630229472532298
0.153362489962717,0.12,0.782204847293577
0.131366716252222,0.0596866523218938,0.804180252779248
0.16438263080435,0.0818581257561588,0.76219107226484
0.263459669151781,0.273151773475258,0.649362442286752
0.33092592224033,0.364793275663451,0.560402361856692
0.158195314898049,0.14,0.796668901900684
0.237678973001437,0.23,0.700067234057763
0.283298375179499,0.359996866714075,0.61376349141559
0.353351291941178,0.17,0.472901149319802
0.261349622692784,0.308671975491902,0.653008472337346
0.288789846318688,0.344183992132132,0.611408786677113
0.366738334130321,0.24,0.462258920405746
0.333912025951868,0.26,0.505084443794741
0.215378588689159,0.17,0.702114579221222
0.456046685906401,0.32170009315868,0.346418089816053
0.260442143221266,0.198824405038837,0.638214464771801
0.159541898955206,0.077929924399439,0.765404125879715
0.131198731246495,0.16,0.832343086176097
0.210127431930007,0.193818997041577,0.708182056292906
0.276577741745187,0.291096799517678,0.636296731942849
0.328932887161857,0.34,0.574932817220056
0.41586812072071,0.263270095103959,0.40164175853949
0.231445525028024,0.234696085794772,0.70379685888127
0.211484377334824,0.22,0.708140984092546
0.380976396754218,0.33,0.445366225057976
0.140925250379463,0.09,0.795602208709216
0.301395427919637,0.344038988073979,0.599978509460257
0.262186550605041,0.308429998054721,0.641510964372089
0.474302354339532,0.36,0.336360324532998
0.208969440960486,0.22,0.71652565433843
0.360868713861409,0.194987033759595,0.462849827453689
0.274339452076301,0.303817585135612,0.633326396915896
0.280256549323585,0.301161694776216,0.62945207684762
0.257875362288778,0.296549281857107,0.6514976298718
0.189298045470561,0.18,0.736598035510221
0.335720979344063,0.35,0.565849020413799
0.443447025916982,0.3,0.368102553629956
0.164011335147574,0.13,0.768429481693941
0.332628185801306,0.331365363466793,0.566684146198267
0.222274407965837,0.16619739247226,0.694099625486805
0.442161491266239,0.339117511781596,0.370810580962241
0.117357918899494,0.12,0.849362396312628
0.292218107639056,0.340006001004932,0.61104093547078
0.285142183889042,0.32,0.628296634496454
0.117585544922052,0.1450591630847,0.856629691120925
0.169406678068487,0.164431610971668,0.783531842464458
0.12461210931479,0.04,0.814777017551354
0.304662015906094,0.325325050505948,0.599246649074309
0.253457261845772,0.195986653022991,0.680763469878082
0.150995289990628,0.14,0.79976781875703
0.342063750286034,0.333599132232276,0.558646537657871
0.307879607159978,0.333820914842204,0.593903945498158
0.212666620965537,0.2,0.715931473591999
0.45229410222725,0.301610649322797,0.354135832087967
0.358935973033301,0.39533290699651,0.509315990246562
0.3717526910058,0.324862065520698,0.519389386250095
0.244107097964757,0.3,0.673993861971824
0.274259193650349,0.26,0.633161363540554
0.692165160904557,0.68,0.0616321344937409
0.257622131317797,0.31,0.657677207073283
0.437716884915993,0.27,0.364917359489128
0.38638125226845,0.3490853126429,0.500610830629339
0.350723348800248,0.26,0.485910016760037
0.247432690987019,0.281195118393629,0.662511288193919
0.524620796093045,0.66,0.297473848076414
0.400701453550853,0.240462217639557,0.412867662114152
0.433805482382735,0.31,0.37763954945914
0.325073351245429,0.33,0.57783520638704
0.710301588543095,0.766253152471057,0.076993903499554
0.497418006042471,0.406217418142116,0.30449625396506
0.229256003635174,0.23,0.71351393776636
0.404022929995517,0.326572141169328,0.429848769819647
0.503852776504174,0.502389391370859,0.330575409912633
0.509612521366118,0.492749643464498,0.346832732007697
0.499383205659893,0.538816674376009,0.308843164926152
0.633320378356827,0.666503451563023,0.150602772110229
0.659945966577589,0.744978521109953,0.133792810264397
0.523936086327829,0.57,0.281160702772059
0.235861480238326,0.200245975174164,0.701890538771495
0.240715124733442,0.24,0.686043205931585
0.372169321052765,0.407512810808905,0.502475382126733
0.499945055011528,0.521935433306819,0.341300799004792
0.271031229117844,0.274111148872507,0.662594611512699
0.4990264630281,0.543140837121924,0.303431904765673
0.17901245916391,0.1,0.744021410105145
0.525665342260864,0.54,0.310375942311353
0.249782062242889,0.248082434248203,0.686008813596956
0.42743536116592,0.436235733962408,0.48097437569883
0.465805776138519,0.414303278327089,0.335472768527825
0.397188603774622,0.476084608963306,0.46245998815772
0.443667603706523,0.509624501088473,0.403365990173196
0.321652134425012,0.27,0.59918302778585
0.438862872793433,0.314322822611827,0.379235914718444
0.21680439043968,0.28,0.717523185560705
0.15292594685597,0.155748934545947,0.8194846239506
0.498858804595813,0.477314989988893,0.295458225929835
0.275016911362255,0.27,0.636141349348686
0.412659424514105,0.53,0.439092852507673
0.481315414070965,0.45,0.325891842035082
0.407399892354232,0.432199677062697,0.460662303344107
0.369768040856855,0.364501712616259,0.494742447509346
0.656877213880786,0.611115641718873,0.159488061881816
0.27613493719821,0.274921137812746,0.654726094956955
0.386526193185926,0.368312316415895,0.479990417400113
0.317594650824953,0.350555890384324,0.579837635058041
0.50147893828091,0.436820821387927,0.407584752636889
0.374628465998439,0.395794537090529,0.504812133750844
0.623034880048525,0.658182661795353,0.201095705007667
0.603115819145315,0.62,0.19197717421109
0.413376613943121,0.38,0.427641162513138
0.413294636947955,0.29,0.403009702139235
0.336989945324317,0.33,0.568422984616438
0.54279227659055,0.510839911648633,0.24323941703567
0.340555265231053,0.317709592055556,0.563050481649991
0.22858853817815,0.264661038251899,0.709629565421296
0.309757203358088,0.281195118393629,0.589018137568514
0.477077730929107,0.389963261355104,0.321178962025317
0.173794050924462,0.149802409954308,0.795857035619194
0.758858126277786,0.863628898166681,0
0.362024265552191,0.408717224622498,0.517335426625175
0.32355794417518,0.31,0.597227984896176
0.246488213620096,0.27,0.671882288890948
0.316488776381234,0.26,0.561112469487938
0.289589138682181,0.26,0.634165927704151
0.241658267269314,0.27,0.675187556461184
0.229396398258553,0.23,0.685213611853592
0.279687512263294,0.27,0.604938003244241
0.300791083181361,0.327172791779385,0.600564339829153
0.186709923717902,0.256893099667161,0.760840148929767
0.705367976994104,0.640651024011488,0.103142431220181
0.235302571350883,0.3,0.686522912085811
0.199708447309313,0.25474502644164,0.747645209236089
0.374087202764464,0.325895443403971,0.516974270986927
0.322118061762339,0.315003611880052,0.577652959657537
0.216653223448415,0.28,0.710247162897149
0.448460343345386,0.32316982425172,0.364160353090467
0.545360573928233,0.469148777617226,0.250081051421574
0.341161530811212,0.343638154690418,0.553982993296369
0.420371121182556,0.445333209902566,0.405043101006148
0.658365209952376,0.80785730319977,0.127650922435065
0.613384953225972,0.6,0.171814633811892
0.677287985701912,0.65,0.0883397341643838
0.536731349457404,0.585365956233116,0.247634854066573
0.289295907891358,0.32,0.619422283013034
0.483775810865061,0.526813090725099,0.340453000807512
0.401342711010537,0.250669983104141,0.408918425789874
0.517901475023364,0.476662744626147,0.28054582989546
0.424086461863328,0.315076410466037,0.386835816178966
0.363902596768321,0.297976497683545,0.500920849599775
0.338902896375899,0.364013174996198,0.549998050774629
0.252759960542985,0.248787386884806,0.681759823563176
0.340197832769944,0.28,0.53739234285597
0.466883081775812,0.472130755069907,0.380890906609663
0.394229571939817,0.28,0.43601668111637
0.436143874427036,0.32,0.378105895253691
0.508767380045622,0.516509905601449,0.320303805397407
0.236712783631198,0.29,0.682350947080945
0.219822929462427,0.177091202458749,0.73809336945167
0.274129601907141,0.26,0.632425277493742
0.296514017258522,0.297527543136964,0.607658838527246
0.284069749077434,0.32,0.628054636882674
0.220219440113809,0.256519193937124,0.709085424223381
0.693523600162279,0.744978521109953,0.0960372951984847
0.250868535535859,0.25377704709507,0.658949591690272
0.522396861147172,0.496264203537803,0.296091552583348
0.33445462415467,0.29,0.549566589128987
0.527937471980453,0.463922027431638,0.267987396797008
0.328480550087516,0.33,0.572724746614953
0.452167923662852,0.397108697180313,0.37853684800842
0.282734887161285,0.303980478103917,0.638182919483173
0.37870136614909,0.377572042688299,0.505584709144651
0.252602829423143,0.29,0.663248494871374
0.223957314940772,0.25,0.69579764591038
0.335420631066699,0.29,0.580268325900363
0.623247651977696,0.72,0.15444918412083
0.498984732199763,0.561148431683241,0.313089720796323
0.21224209654823,0.23,0.710560680118381
0.488307568233179,0.49,0.339937440683009
0.263298363931662,0.353624968461883,0.656923513386353
0.233394942627691,0.24,0.683587154777458
0.212762566086936,0.159051956647051,0.707061566193677
0.364903598352195,0.34,0.512251276497369
0.461421672528148,0.492546285999075,0.3666737795515
0.482057623571013,0.392004814448021,0.333091478937096
0.36947597100486,0.177837052109791,0.584080657795511
0.49052927649806,0.48,0.319871489530349
0.290695803060242,0.269966576382587,0.613257332832527
0.281915440091608,0.32,0.628978997227041
0.252503928415648,0.27,0.661787479525348
0.286377774257089,0.277560966754377,0.617410400808851
0.30467117475541,0.358421377411259,0.604885122072608
0.330637963252821,0.33,0.559415159931092
0.246745959626499,0.259224274608301,0.687994265193187
0.407710976319817,0.35,0.420836789173713
0.512993504356577,0.473459809792081,0.281752135525055
0.501937156875942,0.54,0.312399880482835
0.364555885178986,0.357359394369227,0.526339247372027
0.449532837228186,0.438862374480844,0.369581984718284
0.409892866340362,0.47,0.449151004600135
0.53374732499979,0.62975549589052,0.259841267303965
0.277725933019795,0.3,0.634841124565924
0.303067903311114,0.28,0.588746991683621
0.384260455007268,0.402261857756087,0.478108019730342
0.632781261380723,0.704775007081738,0.181585250336319
0.354924701804863,0.372353853207112,0.53652634400002
0.540210022948644,0.53,0.259962174478044
0.501390881383555,0.466984357071013,0.320791889748665
0.42411507287312,0.41,0.39759349554519
0.507917525808313,0.429208487243985,0.294603073093836
0.606862637715496,0.567273090961991,0.16903484030777
0.586640807770919,0.731873059913786,0.225444561219773
0.283060142737446,0.279626067731435,0.632664245256761
0.348028240526106,0.34425393317306,0.545697983200936
0.507290038104673,0.52,0.327002430089781
0.255322432478165,0.301979251682685,0.647797467047487
