"code_muni","year","TASMIN"
"2705705",2003,19.265
"2705705",2004,19.3575
"2705705",2005,19.3508333333333
"2705804",2001,19.2941666666667
"2705804",2002,19.3633333333333
"2705804",2003,19.4366666666667
"2705804",2004,19.4941666666667
"2705804",2005,19.5125
"2705903",2001,19.7775
"2705903",2002,19.7925
"2705903",2003,19.84
"2705903",2004,19.9308333333333
"2705903",2005,19.9316666666667
"2706000",2001,18.9175
"2706000",2002,18.9691666666667
"2706000",2003,19.0266666666667
"2706000",2004,19.11
"2706000",2005,19.0991666666667
"2706109",2001,18.8108333333333
"2706109",2002,18.8658333333333
"2706109",2003,18.9383333333333
"2706109",2004,19.0075
"2706109",2005,19.0108333333333
"2706208",2001,19.5075
"2706208",2002,19.5533333333333
"2706208",2003,19.6075
"2706208",2004,19.7016666666667
"2706208",2005,19.7091666666667
"2706307",2001,18.6341666666667
"2706307",2002,18.6675
"2706307",2003,18.7041666666667
"2706307",2004,18.7958333333333
"2706307",2005,18.7783333333333
"2706406",2001,19.3491666666667
"2706406",2002,19.4058333333333
"2706406",2003,19.4708333333333
"2706406",2004,19.5441666666667
"2706406",2005,19.5558333333333
"2706422",2001,19.5016666666667
"2706422",2002,19.5641666666667
"2706422",2003,19.6458333333333
"2706422",2004,19.6916666666667
"2706422",2005,19.7291666666667
"2706448",2001,21.3583333333333
"2706448",2002,21.3575
"2706448",2003,21.3666666666667
"2706448",2004,21.4458333333333
"2706448",2005,21.4616666666667
"2706505",2001,20.6483333333333
"2706505",2002,20.6491666666667
"2706505",2003,20.6525
"2706505",2004,20.7391666666667
"2706505",2005,20.7508333333333
"2706604",2001,18.525
"2706604",2002,18.5466666666667
"2706604",2003,18.5708333333333
"2706604",2004,18.6641666666667
"2706604",2005,18.6433333333333
"2706703",2001,21.3058333333333
"2706703",2002,21.3
"2706703",2003,21.3308333333333
"2706703",2004,21.3866666666667
"2706703",2005,21.41
"2706802",2001,22.3383333333333
"2706802",2002,22.3425
"2706802",2003,22.3766666666667
"2706802",2004,22.425
"2706802",2005,22.4366666666667
"2706901",2001,20.3641666666667
"2706901",2002,20.3708333333333
"2706901",2003,20.3758333333333
"2706901",2004,20.4591666666667
"2706901",2005,20.4608333333333
"2707008",2001,19.0616666666667
"2707008",2002,19.08
"2707008",2003,19.0908333333333
"2707008",2004,19.1816666666667
"2707008",2005,19.1708333333333
"2707107",2001,19.4008333333333
"2707107",2002,19.4591666666667
"2707107",2003,19.53
"2707107",2004,19.5916666666667
"2707107",2005,19.615
"2707206",2001,19.1908333333333
"2707206",2002,19.2558333333333
"2707206",2003,19.325
"2707206",2004,19.3916666666667
"2707206",2005,19.4008333333333
"2707305",2001,21.0541666666667
"2707305",2002,21.055
"2707305",2003,21.0641666666667
"2707305",2004,21.1566666666667
"2707305",2005,21.1633333333333
"2707404",2001,21.7483333333333
"2707404",2002,21.7516666666667
"2707404",2003,21.765
"2707404",2004,21.8483333333333
"2707404",2005,21.855
"2707503",2001,20.1241666666667
"2707503",2002,20.135
"2707503",2003,20.1708333333333
"2707503",2004,20.2508333333333
"2707503",2005,20.255
"2707602",2001,18.525
"2707602",2002,18.5466666666667
"2707602",2003,18.5708333333333
"2707602",2004,18.6641666666667
"2707602",2005,18.6433333333333
"2707701",2001,20.4808333333333
"2707701",2002,20.4833333333333
"2707701",2003,20.4891666666667
"2707701",2004,20.5733333333333
"2707701",2005,20.5783333333333
"2707800",2001,21.1258333333333
"2707800",2002,21.1291666666667
"2707800",2003,21.14
"2707800",2004,21.2183333333333
"2707800",2005,21.2241666666667
"2707909",2001,21.3091666666667
"2707909",2002,21.3158333333333
"2707909",2003,21.3266666666667
"2707909",2004,21.4033333333333
"2707909",2005,21.4091666666667
"2708006",2001,18.9175
"2708006",2002,18.9691666666667
"2708006",2003,19.0266666666667
"2708006",2004,19.11
"2708006",2005,19.0991666666667
"2708105",2001,18.5366666666667
"2708105",2002,18.5516666666667
"2708105",2003,18.5708333333333
"2708105",2004,18.6633333333333
"2708105",2005,18.65
"2708204",2001,20.2266666666667
"2708204",2002,20.2275
"2708204",2003,20.2741666666667
"2708204",2004,20.3516666666667
"2708204",2005,20.3675
"2708303",2001,18.3883333333333
"2708303",2002,18.3958333333333
"2708303",2003,18.4058333333333
"2708303",2004,18.5075
"2708303",2005,18.4941666666667
"2708402",2001,19.3491666666667
"2708402",2002,19.4058333333333
"2708402",2003,19.4708333333333
"2708402",2004,19.5441666666667
"2708402",2005,19.5558333333333
"2708501",2001,20.6483333333333
"2708501",2002,20.6491666666667
"2708501",2003,20.6525
"2708501",2004,20.7391666666667
"2708501",2005,20.7508333333333
"2708600",2001,21.1258333333333
"2708600",2002,21.1291666666667
"2708600",2003,21.14
"2708600",2004,21.2183333333333
"2708600",2005,21.2241666666667
"2708709",2001,22.4416666666667
"2708709",2002,22.4458333333333
"2708709",2003,22.465
"2708709",2004,22.5391666666667
"2708709",2005,22.5441666666667
"2708808",2001,20.4708333333333
"2708808",2002,20.4758333333333
"2708808",2003,20.5008333333333
"2708808",2004,20.5716666666667
"2708808",2005,20.5766666666667
"2708907",2001,21.3091666666667
"2708907",2002,21.3158333333333
"2708907",2003,21.3266666666667
"2708907",2004,21.4033333333333
"2708907",2005,21.4091666666667
"2708956",2001,19.1908333333333
"2708956",2002,19.2558333333333
"2708956",2003,19.325
"2708956",2004,19.3916666666667
"2708956",2005,19.4008333333333
"2709004",2001,19.08
"2709004",2002,19.0975
"2709004",2003,19.1216666666667
"2709004",2004,19.2108333333333
"2709004",2005,19.1958333333333
"2709103",2001,19.08
"2709103",2002,19.0975
"2709103",2003,19.1216666666667
"2709103",2004,19.2108333333333
"2709103",2005,19.1958333333333
"2709152",2001,20.4708333333333
"2709152",2002,20.4758333333333
"2709152",2003,20.5008333333333
"2709152",2004,20.5716666666667
"2709152",2005,20.5766666666667
"2709202",2001,19.7775
"2709202",2002,19.7925
"2709202",2003,19.84
"2709202",2004,19.9308333333333
"2709202",2005,19.9316666666667
"2709301",2001,18.9958333333333
"2709301",2002,19.0041666666667
"2709301",2003,19.0091666666667
"2709301",2004,19.1033333333333
"2709301",2005,19.0958333333333
"2709400",2001,19.0616666666667
"2709400",2002,19.08
"2709400",2003,19.0908333333333
"2709400",2004,19.1816666666667
"2709400",2005,19.1708333333333
"1300029",2001,22.0641666666667
"1300029",2002,22.1925
"1300029",2003,22.1675
"1300029",2004,22.26
"1300029",2005,22.1883333333333
"1300060",2001,22.0433333333333
"1300060",2002,22.145
"1300060",2003,22.1641666666667
"1300060",2004,22.2041666666667
"1300060",2005,22.1608333333333
"1300086",2001,22.4358333333333
"1300086",2002,22.6066666666667
"1300086",2003,22.6091666666667
"1300086",2004,22.6516666666667
"1300086",2005,22.6041666666667
"1300102",2001,22.2975
"1300102",2002,22.4408333333333
"1300102",2003,22.4566666666667
"1300102",2004,22.5025
"1300102",2005,22.4575
"1300144",2001,21.505
"1300144",2002,21.6166666666667
"1300144",2003,21.6958333333333
"1300144",2004,21.675
"1300144",2005,21.6908333333333
"1300201",2001,21.5266666666667
"1300201",2002,21.6208333333333
"1300201",2003,21.735
"1300201",2004,21.7133333333333
"1300201",2005,21.7025
"1300300",2001,22.5358333333333
"1300300",2002,22.7666666666667
"1300300",2003,22.77
"1300300",2004,22.7958333333333
"1300300",2005,22.7566666666667
"1300409",2001,21.8141666666667
"1300409",2002,22.0125
"1300409",2003,21.9683333333333
"1300409",2004,22.0691666666667
"1300409",2005,22.0208333333333
"1300508",2001,22.7875
"1300508",2002,23.0516666666667
"1300508",2003,23.0525
"1300508",2004,23.0833333333333
"1300508",2005,22.9675
"1300607",2001,21.6891666666667
"1300607",2002,21.7791666666667
"1300607",2003,21.8925
"1300607",2004,21.87
"1300607",2005,21.8541666666667
"1300631",2001,22.2433333333333
"1300631",2002,22.3975
"1300631",2003,22.4208333333333
"1300631",2004,22.4516666666667
"1300631",2005,22.4266666666667
"1300680",2001,22.8458333333333
"1300680",2002,23.1075
"1300680",2003,23.1016666666667
"1300680",2004,23.1366666666667
"1300680",2005,23.0266666666667
"1300706",2001,21.11
"1300706",2002,21.2433333333333
"1300706",2003,21.3516666666667
"1300706",2004,21.2916666666667
"1300706",2005,21.32
"1300805",2001,22.0991666666667
"1300805",2002,22.2816666666667
"1300805",2003,22.3125
"1300805",2004,22.3208333333333
"1300805",2005,22.3183333333333
"1300839",2001,22.3925
"1300839",2002,22.5525
"1300839",2003,22.5475
"1300839",2004,22.6025
"1300839",2005,22.5516666666667
"1300904",2001,21.6416666666667
"1300904",2002,21.7341666666667
"1300904",2003,21.8216666666667
"1300904",2004,21.83
"1300904",2005,21.7925
"1301001",2001,21.8466666666667
"1301001",2002,21.945
"1301001",2003,21.9725
"1301001",2004,22.0383333333333
"1301001",2005,21.9758333333333
"1301100",2001,22.565
"1301100",2002,22.7783333333333
"1301100",2003,22.7816666666667
"1301100",2004,22.8133333333333
"1301100",2005,22.7741666666667
"1301159",2001,22.695
"1301159",2002,22.9216666666667
"1301159",2003,22.9241666666667
"1301159",2004,22.95
"1301159",2005,22.8941666666667
"1301209",2001,22.095
"1301209",2002,22.2283333333333
"1301209",2003,22.215
"1301209",2004,22.2975
"1301209",2005,22.2341666666667
"1301308",2001,22.2566666666667
"1301308",2002,22.41
"1301308",2003,22.3758333333333
"1301308",2004,22.4708333333333
"1301308",2005,22.4016666666667
"1301407",2001,21.245
"1301407",2002,21.3491666666667
"1301407",2003,21.4941666666667
"1301407",2004,21.4466666666667
"1301407",2005,21.4433333333333
"1301506",2001,20.9775
"1301506",2002,21.1058333333333
"1301506",2003,21.2433333333333
"1301506",2004,21.1875
"1301506",2005,21.1991666666667
"1301605",2001,22.1675
"1301605",2002,22.3141666666667
"1301605",2003,22.2783333333333
"1301605",2004,22.3725
"1301605",2005,22.2975
"1301654",2001,20.9725
"1301654",2002,21.0933333333333
"1301654",2003,21.2175
"1301654",2004,21.1616666666667
"1301654",2005,21.1708333333333
"1301704",2001,21.5866666666667
"1301704",2002,21.6841666666667
"1301704",2003,21.765
"1301704",2004,21.7625
"1301704",2005,21.7516666666667
"1301803",2001,21.13
"1301803",2002,21.2475
"1301803",2003,21.39
"1301803",2004,21.335
"1301803",2005,21.325
"1301852",2001,22.7
"1301852",2002,22.8816666666667
"1301852",2003,22.8916666666667
"1301852",2004,22.9108333333333
"1301852",2005,22.8716666666667
"1301902",2001,22.5825
"1301902",2002,22.8316666666667
"1301902",2003,22.8341666666667
"1301902",2004,22.8608333333333
"1301902",2005,22.7733333333333
"1301951",2001,21.6366666666667
"1301951",2002,21.7366666666667
"1301951",2003,21.835
"1301951",2004,21.83
"1301951",2005,21.805
"1302009",2001,22.4433333333333
"1302009",2002,22.6775
"1302009",2003,22.6891666666667
"1302009",2004,22.7133333333333
"1302009",2005,22.6125
"1302108",2001,21.9258333333333
"1302108",2002,22.0408333333333
"1302108",2003,22.0366666666667
"1302108",2004,22.1108333333333
"1302108",2005,22.0483333333333
"1302207",2001,22.0825
"1302207",2002,22.2133333333333
"1302207",2003,22.1891666666667
"1302207",2004,22.2791666666667
"1302207",2005,22.2033333333333
"1302306",2001,21.86
"1302306",2002,21.96
"1302306",2003,22.0066666666667
"1302306",2004,22.0383333333333
"1302306",2005,21.9941666666667
"1302405",2001,21.3558333333333
"1302405",2002,21.4625
"1302405",2003,21.5608333333333
"1302405",2004,21.5308333333333
"1302405",2005,21.52
"1302504",2001,22.5991666666667
"1302504",2002,22.7808333333333
"1302504",2003,22.7858333333333
"1302504",2004,22.8166666666667
"1302504",2005,22.775
"1302553",2001,22.5233333333333
"1302553",2002,22.725
"1302553",2003,22.73
"1302553",2004,22.7591666666667
"1302553",2005,22.7225
"1302603",2001,22.4791666666667
"1302603",2002,22.6633333333333
"1302603",2003,22.6858333333333
"1302603",2004,22.6916666666667
"1302603",2005,22.6375
"1302702",2001,21.7341666666667
"1302702",2002,21.8533333333333
"1302702",2003,21.9083333333333
"1302702",2004,21.9166666666667
"1302702",2005,21.9158333333333
"1302801",2001,22.1875
"1302801",2002,22.345
"1302801",2003,22.3
"1302801",2004,22.4083333333333
"1302801",2005,22.335
"1302900",2001,22.09
"1302900",2002,22.2891666666667
"1302900",2003,22.3233333333333
"1302900",2004,22.3116666666667
"1302900",2005,22.2991666666667
"1303007",2001,22.2366666666667
"1303007",2002,22.425
"1303007",2003,22.4783333333333
"1303007",2004,22.5108333333333
"1303007",2005,22.37
"1303106",2001,22.41
"1303106",2002,22.66
"1303106",2003,22.6666666666667
"1303106",2004,22.6891666666667
"1303106",2005,22.645
"1303205",2001,22.3658333333333
"1303205",2002,22.5275
"1303205",2003,22.5075
"1303205",2004,22.5958333333333
"1303205",2005,22.5208333333333
"1303304",2001,21.6408333333333
"1303304",2002,21.765
"1303304",2003,21.8275
"1303304",2004,21.8208333333333
"1303304",2005,21.8375
"1303403",2001,22.9525
"1303403",2002,23.2033333333333
"1303403",2003,23.205
"1303403",2004,23.2341666666667
"1303403",2005,23.0991666666667
"1303502",2001,21.42
"1303502",2002,21.5341666666667
"1303502",2003,21.6466666666667
"1303502",2004,21.6125
"1303502",2005,21.6075
"1303536",2001,22.2675
"1303536",2002,22.4475
"1303536",2003,22.4741666666667
"1303536",2004,22.5108333333333
"1303536",2005,22.4133333333333
"1303569",2001,22.2816666666667
"1303569",2002,22.4625
"1303569",2003,22.49
"1303569",2004,22.49
"1303569",2005,22.4316666666667
"1303601",2001,21.7191666666667
"1303601",2002,21.8875
"1303601",2003,21.8475
"1303601",2004,21.955
"1303601",2005,21.9058333333333
"1303700",2001,22.0341666666667
"1303700",2002,22.1275
"1303700",2003,22.155
"1303700",2004,22.1908333333333
"1303700",2005,22.1525
"1303809",2001,21.7233333333333
"1303809",2002,21.8383333333333
"1303809",2003,21.835
"1303809",2004,21.9091666666667
"1303809",2005,21.8616666666667
"1303908",2001,21.825
"1303908",2002,21.9216666666667
"1303908",2003,21.9966666666667
"1303908",2004,22.0008333333333
"1303908",2005,21.9725
"1303957",2001,22.4241666666667
"1303957",2002,22.6466666666667
"1303957",2003,22.6783333333333
"1303957",2004,22.7016666666667
"1303957",2005,22.5816666666667
"1304005",2001,22.7183333333333
"1304005",2002,22.9741666666667
"1304005",2003,22.9633333333333
"1304005",2004,23.0008333333333
"1304005",2005,22.9033333333333
"1304062",2001,21.9825
"1304062",2002,22.0825
"1304062",2003,22.1183333333333
"1304062",2004,22.1441666666667
"1304062",2005,22.1116666666667
"1304104",2001,21.8541666666667
