"Uso e ocupação do solo","Malha rodoviária","Serviços de saúde","Perfil Epidemiológico da Malária","Mobilidade Populacional","Suscetibilidade Social","Índice de Capacidade Adaptativa","Índice de sensibilidade","Índice de Exposição","Índice de Vulnerabilidade","Índice de Risco de Impacto para precipitação (média)","Índice de Risco de Impacto para precipitação (mediana)","Índice de Risco de Impacto para precipitação (PCA)"
0.0448756395679452,0.3,0.2,0,0.245,0.21,0.2,0.259363783007259,0.172437819783973,0.22968189150363,0.200706570429201,0.2,0.722809826772453
0.176569348407218,0,0.2,0,0.045,0.215,0.2,0.178653595381143,0.0882846742036089,0.189326797690571,0.0925371572980601,0.0882846742036089,0.872624170111187
0.110603485752831,0.3,0.2,0,0.035,0.25,0.2,0.200423336017155,0.205301742876415,0.200211668008578,0.135171136961664,0.200211668008578,0.81064385948126
0.0136033410030731,0,0.15,0,0.025,0.15,0.15,0.121942465075096,0.00680167050153656,0.135971232537548,0.244257634346361,0.135971232537548,0.682662606815071
0.0382110113827751,0,0.15,0,0.055,0.175,0.15,0.153170869131127,0.0191055056913875,0.151585434565564,0.260230313418984,0.151585434565564,0.659500618843545
0.0141875784317703,0,0.15,0,0.045,0.15,0.15,0.130384782399108,0.00709378921588515,0.140192391199554,0.169095393471813,0.140192391199554,0.780834478003215
0.134006613111907,0,0.2,0,0.245,0.185,0.2,0.240798854937246,0.0670033065559534,0.220399427468623,0.262467578008192,0.220399427468623,0.647131531443698
0.0798793564534244,0,0.15,0,0.07,0.13,0.15,0.126085736598112,0.0399396782267122,0.138042868299056,0.225994182175256,0.138042868299056,0.705033194221058
0.065691778021654,0.1,0.15,0,0.03,0.135,0.15,0.112914087564091,0.082845889010827,0.131457043782045,0.254767644264291,0.131457043782045,0.666205901605211
0.0214244213245604,0,0.15,0,0.005,0.165,0.15,0.124639104593092,0.0107122106622802,0.137319552296546,0.196010587652942,0.137319552296546,0.745672655142237
0.13922868180695,0,0.155,0,0.135,0.175,0.155,0.186940138427175,0.0696143409034749,0.170970069213587,0.0801948033723541,0.0696143409034749,0.891582541229191
0.125661408967108,0.3,0.15,0,0.035,0.265,0.15,0.211562292859163,0.212830704483554,0.180781146429582,0.131203950304379,0.180781146429582,0.817641084197811
0.0112904367304388,0,0.15,0,0.015,0.15,0.15,0.11772130641309,0.00564521836521941,0.133860653206545,0.259835290523921,0.133860653206545,0.662495284913842
0.0309741684899849,0,0.15,0,0.085,0.175,0.15,0.165834345117145,0.0154870842449925,0.157917172558572,0.247801418934522,0.157917172558572,0.675276683664623
0.0920401379663703,0.1,0.15,0,0.03,0.14,0.15,0.116627073178093,0.0960200689831852,0.133313536589047,0.196444535190744,0.133313536589047,0.742000494178482
0.0277909194348434,0,0.15,0,0.015,0.16,0.15,0.125147277641095,0.0138954597174217,0.137573638820548,0.170489699512656,0.137573638820548,0.779006102035766
0.0444106455727176,0.1,0.15,0,0.025,0.12,0.15,0.0996645513910795,0.0722053227863588,0.12483227569554,0.252345866160633,0.12483227569554,0.67054222674695
0.0697453718593027,0,0.15,0,0.035,0.175,0.15,0.144728551807115,0.0348726859296514,0.147364275903558,0.250745653944403,0.147364275903558,0.671751273142343
0.0677185749404784,0.1,0.15,0,0.03,0.155,0.15,0.127766030020101,0.0838592874702392,0.138883015010051,0.244247434160097,0.138883015010051,0.679166637540752
0.0587771106459055,0.3,0.065,0,0.075,0.23,0.065,0.202456028209169,0.179388555322953,0.133728014104584,0.104372189809179,0.133728014104584,0.85933298016483
0.0202679691882433,0,0.15,0,0.02,0.175,0.15,0.138396813814106,0.0101339845941216,0.144198406907053,0.184777463833725,0.144198406907053,0.759694188169667
0.172515754569569,0.3,0.2,0,0.27,0.24,0.2,0.292194593346291,0.236257877284785,0.246097296673145,0.277451724652643,0.246097296673145,0.617669560798627
0.0205540765420533,0.1,0.15,0,0.01,0.115,0.15,0.0896198277840679,0.0602770382710266,0.119809913892034,0.200028984054354,0.119809913892034,0.740239446003102
0.0943891104022363,0,0.2,0,0.065,0.265,0.2,0.224225768845181,0.0471945552011181,0.212112884422591,0.086435813207903,0.0471945552011181,0.879868633820361
0.0500170709894265,0,0.15,0,0.015,0.165,0.15,0.128860263255098,0.0250085354947133,0.139430131627549,0.258146222374087,0.139430131627549,0.663306550330108
0.0390127416127977,0.1,0.15,0,0.02,0.09,0.15,0.0752760583760604,0.0695063708063988,0.11263802918803,0.250714799998143,0.11263802918803,0.674114408689982
0.0315584059186821,0,0.15,0,0.075,0.155,0.15,0.146761243999128,0.0157792029593411,0.148380621999564,0.221386608319635,0.148380621999564,0.71096273824136
0.0327148580549993,0.1,0.15,0,0.02,0.17,0.15,0.134683828200103,0.0663574290274996,0.142341914100052,0.23623311437585,0.142341914100052,0.690035556849665
0.0258237442327539,0.1,0.15,0,0.03,0.085,0.15,0.0757842314240637,0.0629118721163769,0.112892115712032,0.245267995942803,0.112892115712032,0.681508500883421
0.103366642860041,0,0.2,0,0.06,0.26,0.2,0.218402203900176,0.0516833214300204,0.209201101950088,0.0869614744600361,0.0516833214300204,0.87930783198571
0.0315584059186821,0.1,0.15,0,0.035,0.17,0.15,0.141015566193112,0.0657792029593411,0.145507783096556,0.197095662018632,0.145507783096556,0.74107979215653
0.0295316089998578,0,0.15,0,0.03,0.175,0.15,0.142617972476112,0.0147658044999289,0.146308986238056,0.180358263579328,0.146308986238056,0.765073402532147
0.0410961303630293,0.1,0.15,0,0.035,0.125,0.15,0.107598695667088,0.0705480651815147,0.128799347833544,0.233115804338353,0.128799347833544,0.69541857725685
0.177737823264612,0,0.2,0,0.06,0.25,0.2,0.21097623267217,0.088868911632306,0.205488116336085,0.168119009322797,0.205488116336085,0.771659365615192
0.0133172336492631,0.1,0.075,0,0.03,0.095,0.075,0.083210202652069,0.0566586168246316,0.0791051013260345,0.205254572716889,0.0791051013260345,0.737936853701443
0.125042677473566,0.3,0.2,0,0.24,0.205,0.2,0.253540218062254,0.212521338736783,0.226770109031127,0.29309714925597,0.226770109031127,0.600212590588436
0.071772168778127,0,0.15,0,0.015,0.135,0.15,0.106582349571082,0.0358860843890635,0.128291174785541,0.171392419724868,0.128291174785541,0.777914439652827
0.018241172269419,0,0.15,0,0.045,0.135,0.15,0.1192458255571,0.00912058613470948,0.13462291277855,0.131247832971086,0.13462291277855,0.831023305274951
0.0719699269445539,0.1,0,0,0.07,0.035,0,0.0555390099320607,0.085984963472277,0.0277695049660303,0.187918156146102,0.085984963472277,0.765028895743609
0.132660170916757,0,0.15,0,0.025,0.15,0.15,0.121942465075096,0.0663300854583786,0.135971232537548,0.204100439331975,0.135971232537548,0.732896188786361
0.140183121163357,0.1,0.15,0,0.05,0.16,0.15,0.139921332958116,0.120091560581679,0.144960666479058,0.211684075686912,0.144960666479058,0.719742200562322
0.0697453718593027,0,0.15,0,0.08,0.095,0.15,0.104315995962099,0.0348726859296514,0.127157997981049,0.197343561303567,0.127157997981049,0.744021535344181
0.107349019674889,0,0.15,0,0.08,0.16,0.15,0.152584808944134,0.0536745098374443,0.151292404472067,0.20165563810317,0.151292404472067,0.734971127732307
0.083932950291073,0,0.15,0,0.03,0.175,0.15,0.142617972476112,0.0419664751455365,0.146308986238056,0.229425153794531,0.146308986238056,0.699551856057122
0.0760357679563921,0,0.15,0,0.045,0.14,0.15,0.122958811171102,0.038017883978196,0.136479405585551,0.148165763187916,0.136479405585551,0.807421903182603
0.116671853788227,0,0.2,0,0.05,0.245,0.2,0.203042088396162,0.0583359268941133,0.201521044198081,0.169952323697398,0.201521044198081,0.770948382659133
0.242834915234878,0,0.105,0,0.235,0.185,0.105,0.23657769627524,0.121417457617439,0.17078884813762,0.0974021019183531,0.121417457617439,0.866872413009979
0.035218650198915,0.1,0.15,0,0.03,0.145,0.15,0.120340058792096,0.0676093250994575,0.135170029396048,0.174259784831835,0.135170029396048,0.772091912004764
0.155730738609741,0.3,0.2,0,0.04,0.23,0.2,0.187681972892148,0.227865369304871,0.193840986446074,0.183902118583648,0.193840986446074,0.746444842073021
0.019595382572163,0,0,0,0.025,0.07,0,0.0625346952510526,0.00979769128608151,0.0312673476255263,0.167021679637203,0.0312673476255263,0.79523243422981
0.045435831554488,0.1,0.15,0,0.025,0.115,0.15,0.0959515657770768,0.072717915777244,0.122975782888538,0.181897899555261,0.122975782888538,0.763175838967693
0.0891224511056497,0.1,0.15,0,0.015,0.17,0.15,0.1325732488691,0.0945612255528249,0.14128662443455,0.221949283329125,0.14128662443455,0.707726351473303
0.0193976244057361,0,0.15,0,0.025,0.15,0.15,0.121942465075096,0.00969881220286806,0.135971232537548,0.131890014913472,0.135971232537548,0.830010631134286
0.138616390266941,0,0.15,0,0.05,0.145,0.15,0.128782376116108,0.0693081951334705,0.139391188058054,0.206233127730508,0.139391188058054,0.729603729239062
0.174900730695026,0.1,0.11,0,0.08,0.135,0.11,0.13401988087412,0.137450365347513,0.12200994043706,0.236486768594858,0.137450365347513,0.688956148805887
0.0518263751069254,0,0.2,0,0.03,0.215,0.2,0.172321857388134,0.0259131875534627,0.186160928694067,0.124024705415843,0.16,0.834228872510484
0.0671704056750128,0.3,0.2,0,0.05,0.23,0.2,0.191903131554154,0.183585202837506,0.195951565777077,0.189845589538194,0.19,0.740251896769229
0.162405815417602,0,0.065,0,0.105,0.225,0.065,0.211406518581184,0.0812029077088009,0.138203259290592,0.116468722333131,0.13,0.847043522384309
0.0193976244057361,0,0.15,0,0.03,0.115,0.15,0.0980621451080798,0.00969881220286806,0.12403107255404,0.197909961585636,0.12403107255404,0.744660140907299
0.065647208911324,0,0.15,0,0.01,0.145,0.15,0.111897741468084,0.032823604455662,0.130948870734042,0.137924158396568,0.130948870734042,0.82167656338468
0.0778525595346,0,0.15,0,0.015,0.16,0.15,0.125147277641095,0.0389262797673,0.137573638820548,0.225499972862616,0.137573638820548,0.705774571474226
0.137607460128517,0,0.15,0,0.015,0.165,0.15,0.128860263255098,0.0688037300642586,0.139430131627549,0.209411287230602,0.139430131627549,0.725449498264769
0.0610779921974626,0.3,0.2,0,0.155,0.14,0.2,0.169391556453168,0.180538996098731,0.184695778226584,0.245078258108438,0.184695778226584,0.669110533836392
0.0781747350516417,0,0.2,0,0.21,0.195,0.2,0.23345077084823,0.0390873675258208,0.216725385424115,0.205270917649979,0.216725385424115,0.723749638262649
0.018241172269419,0,0.15,0,0.015,0.135,0.15,0.106582349571082,0.00912058613470948,0.128291174785541,0.0924705869734168,0.128291174785541,0.882598737930484
0.228971395522102,0.1,0.15,0,0.02,0.15,0.15,0.119831885744093,0.164485697761051,0.134915942872046,0.243133880211032,0.164485697761051,0.677715216806723
0.0305997119487918,0.1,0.15,0,0.035,0.145,0.15,0.122450638123099,0.0652998559743959,0.136225319061549,0.200508391678648,0.136225319061549,0.737625498213817
0.0283751568635406,0,0.15,0,0.08,0.17,0.15,0.160010780172139,0.0141875784317703,0.15500539008607,0.189730989505947,0.15500539008607,0.751855688599212
0.0266344672985263,0.1,0.1,0,0.07,0.13,0.1,0.126085736598112,0.0633172336492631,0.113042868299056,0.16878670064944,0.113042868299056,0.781847293002667
0.129149615409856,0.1,0.15,0,0.04,0.12,0.15,0.105996289384088,0.114574807704928,0.127998144692044,0.217524317465657,0.127998144692044,0.71414210462139
0.080201531970466,0,0.2,0,0.055,0.195,0.2,0.168022811587138,0.040100765985233,0.184011405793569,0.164704057259601,0.184011405793569,0.78048695558931
0.0222947661070676,0.1,0.15,0,0.025,0.155,0.15,0.125655450689098,0.0611473830535338,0.137827725344549,0.182991702799361,0.137827725344549,0.760612617799698
0.173985816802189,0,0.15,0,0.04,0.155,0.15,0.131987188682107,0.0869929084010946,0.140993594341054,0.199328834247383,0.140993594341054,0.737758234134946
0.0737989656969514,0.1,0.15,0,0.025,0.1,0.15,0.0848126089350687,0.0868994828484757,0.117406304467534,0.204768595772003,0.117406304467534,0.733175881461445
0.11513427777747,0,0.15,0,0.02,0.135,0.15,0.108692928902085,0.0575671388887349,0.129346464451042,0.185637867779926,0.129346464451042,0.758206170295384
0.0639871566198714,0,0.2,0,0.065,0.195,0.2,0.172243970249144,0.0319935783099357,0.186121985124572,0.0727051878115025,0.0319935783099357,0.901331338488099
0.0275048120810334,0.1,0.06,0,0.025,0.145,0.06,0.118229479461093,0.0637524060405167,0.0891147397305465,0.167622381923688,0.0891147397305465,0.785946926411593
0.0966093546802317,0,0.15,0,0.04,0.145,0.15,0.124561217454102,0.0483046773401158,0.137280608727051,0.211861762022389,0.137280608727051,0.723315933904655
0.0871522675094461,0,0.2,0,0.1,0.185,0.2,0.179592054338159,0.0435761337547231,0.18979602716908,0.111124053641268,0.1,0.850033741673106
0.139516363259147,0,0.2,0,0.1,0.195,0.2,0.187018025566165,0.0697581816295733,0.193509012783082,0.121089064804219,0.1,0.83546878818932
0.0489174351376289,0,0.15,0,0.03,0.155,0.15,0.127766030020101,0.0244587175688144,0.138883015010051,0.151113910859622,0.138883015010051,0.803854763117578
0.080487639324276,0,0.2,0,0.045,0.22,0.2,0.182366580995145,0.040243819662138,0.191183290497573,0.147142370053237,0.191183290497573,0.8027523056757
0.11255368876981,0.1,0.15,0,0.03,0.085,0.15,0.0757842314240637,0.106276844384905,0.112892115712032,0.216389653365646,0.112892115712032,0.717610046403338
0.131923224361675,0,0.15,0,0.02,0.17,0.15,0.134683828200103,0.0659616121808376,0.142341914100052,0.219434508760296,0.142341914100052,0.712097984120079
0.0923623134834119,0,0.2,0,0.065,0.175,0.2,0.157392027793133,0.046181156741706,0.178696013896567,0.134959056879424,0.178696013896567,0.819846679705823
0.106800604465097,0,0.15,0,0.02,0.155,0.15,0.123544871358095,0.0534003022325487,0.136772435679048,0.163390912637199,0.136772435679048,0.786771491361603
0.06804075045752,0,0,0,0.055,0.195,0,0.168022811587138,0.03402037522876,0.0840114057935689,0.099343927007443,0.0840114057935689,0.877338438531947
0.0806931094045242,0,0.15,0,0.075,0.145,0.15,0.139335272771123,0.0403465547022621,0.144667636385561,0.201671397029275,0.144667636385561,0.736219896276579
0.207843221070477,0,0.065,0,0.075,0.22,0.065,0.195030056981163,0.103921610535238,0.130015028490582,0.0779788796752733,0.103921610535238,0.897500951233407
0.1525474895546,0,0.04,0,0.04,0.185,0.04,0.154265102366123,0.0762737447772999,0.0971325511830617,0.0878020986534539,0.09,0.88931405361802
0.263829613343601,0,0.2,0,0.23,0.195,0.2,0.241893088172242,0.1319148066718,0.220946544086121,0.117620450252641,0.1319148066718,0.834474895898859
0.0697453718593027,0.1,0.15,0,0.085,0.075,0.15,0.0915746328370912,0.0848726859296514,0.120787316418546,0.185220000782732,0.120787316418546,0.758549011409887
0.0324287507011893,0.1,0.15,0,0.025,0.17,0.15,0.136794407531106,0.0662143753505946,0.143397203765553,0.149870526372049,0.143397203765553,0.803267119304055
0.089882748252336,0,0.15,0,0.025,0.1,0.15,0.0848126089350687,0.044941374126168,0.117406304467534,0.177449226197901,0.117406304467534,0.770768322135817
0.0153440305680875,0,0.15,0,0.04,0.1,0.15,0.0911443469280777,0.00767201528404373,0.120572173464039,0.129414729582694,0.120572173464039,0.83500972526641
0.0236489764098117,0.1,0.15,0,0.03,0.115,0.15,0.0980621451080798,0.0618244882049058,0.12403107255404,0.215285186919649,0.12403107255404,0.719696646523403
0.133530515699264,0.1,0.15,0,0.025,0.155,0.15,0.125655450689098,0.116765257849632,0.137827725344549,0.25153099439806,0.137827725344549,0.668358075197874
0.201249090639743,0.1,0.15,0,0.02,0.16,0.15,0.127257856972098,0.150624545319871,0.138628928486049,0.23308449126864,0.150624545319871,0.691076489004508
0.0778525595346,0,0.15,0,0.03,0.11,0.15,0.0943491594940771,0.0389262797673,0.122174579747039,0.253700286504779,0.122174579747039,0.670431852700644
0.123396531105143,0,0.15,0,0.025,0.145,0.15,0.118229479461093,0.0616982655525713,0.134114739730546,0.188604335094373,0.134114739730546,0.75362576363221
0.0758257626157757,0,0.15,0,0.03,0.145,0.15,0.120340058792096,0.0379128813078878,0.135170029396048,0.211027636901312,0.135170029396048,0.725069801604961
0.0850606749567418,0.1,0.15,0,0.02,0.11,0.15,0.0901280008320711,0.0925303374783709,0.120064000416036,0.210864779298135,0.120064000416036,0.72465437573142
0.0729646890776758,0,0.2,0,0.055,0.245,0.2,0.205152667727165,0.0364823445388379,0.202576333863582,0.16968622613414,0.202576333863582,0.772089275288403
0.0153440305680875,0.1,0.15,0,0.02,0.155,0.15,0.123544871358095,0.0576720152840437,0.136772435679048,0.181481483654364,0.136772435679048,0.762852859614568
0.0293051233627825,0,0.15,0,0.005,0.13,0.15,0.0986482052950729,0.0146525616813913,0.124324102647536,0.132992221442976,0.124324102647536,0.82961930715688
0.0720943442951687,0,0.2,0,0.09,0.175,0.2,0.167944924448148,0.0360471721475843,0.183972462224074,0.133339878123886,0.18,0.821820672166571
0.0728883411201566,0,0.15,0,0.09,0.13,0.15,0.134528053922124,0.0364441705600783,0.142264026961062,0.169569399173713,0.142264026961062,0.778771556537967
0.090013341047546,0,0.15,0,0.055,0.095,0.15,0.093763099307084,0.045006670523773,0.121881549653542,0.172296073392438,0.121881549653542,0.777044129641724
0.0518263751069254,0.3,0.105,0,0.045,0.165,0.105,0.141523739241116,0.175913187553463,0.123261869620558,0.149725019058007,0.15,0.801089971361413
0.0964159073210606,0,0.2,0,0.115,0.25,0.2,0.234192605313203,0.0482079536605303,0.217096302656602,0.208434752105711,0.217096302656602,0.71917929718365
0.12455298324146,0.1,0.09,0,0.07,0.165,0.09,0.152076635896131,0.11227649162073,0.121038317948065,0.197771603189598,0.121038317948065,0.740913520944618
0.0810718767529732,0,0.2,0,0.04,0.22,0.2,0.180256001664142,0.0405359383764866,0.190128000832071,0.0768879797361859,0.0405359383764866,0.895054301726676
0.0752775933503102,0.3,0.2,0,0.04,0.185,0.2,0.154265102366123,0.187638796675155,0.177132551183062,0.121590449286072,0.177132551183062,0.831696713181019
0.0214244213245604,0,0.2,0,0.055,0.235,0.2,0.197726696499159,0.0107122106622802,0.19886334824958,0.176525186303953,0.19886334824958,0.764584092418937
0.195682439557531,0,0.2,0,0.075,0.22,0.2,0.195030056981163,0.0978412197787653,0.197515028490582,0.121785416089782,0.0978412197787653,0.832957250236415
0.0932326582659191,0,0.2,0,0.02,0.25,0.2,0.194091598024146,0.0466163291329596,0.197045799012073,0.127887376048344,0.14,0.827123387170266
0.119581018210635,0,0.2,0,0.055,0.245,0.2,0.205152667727165,0.0597905091053177,0.202576333863582,0.0874556143229667,0.0597905091053177,0.879040248367386
0.018241172269419,0.1,0.15,0,0.015,0.11,0.15,0.0880174215010681,0.0591205861347095,0.119008710750534,0.0593764322950812,0.0591205861347095,0.92496256613596
0.111235749592197,0.1,0,0,0.07,0.085,0,0.0926688660720876,0.105617874796098,0.0463344330360438,0.173984102610714,0.105617874796098,0.780492512272001
0.0722017894606732,0.1,0.15,0,0.07,0.135,0.15,0.129798722212114,0.0861008947303366,0.139899361106057,0.152000085278798,0.139899361106057,0.80002656018407
0.0419098833141292,0,0.15,0,0.03,0.1,0.15,0.0869231882660717,0.0209549416570646,0.118461594133036,0.133138845263367,0.118461594133036,0.829800110958885
0.11731614034867,0,0.15,0,0.07,0.135,0.15,0.129798722212114,0.0586580701743348,0.139899361106057,0.0795191437601307,0.0586580701743348,0.896286089940921
0.00810718767529733,0.1,0.15,0,0.035,0.135,0.15,0.115024666895094,0.0540535938376487,0.132512333447547,0.172188642428398,0.132512333447547,0.775659571719804
0.0466163291329596,0,0.2,0,0.03,0.25,0.2,0.198312756686152,0.0233081645664798,0.199156378343076,0.0741548476365187,0.0233081645664798,0.89837821260656
0.12913076537606,0.3,0.2,0,0.09,0.245,0.2,0.219926723044186,0.21456538268803,0.209963361522093,0.141509581403374,0.209963361522093,0.800886072414283
0.246482930905534,0.3,0.2,0,0.125,0.235,0.2,0.227274807133201,0.273241465452767,0.213637403566601,0.162292956339789,0.213637403566601,0.770780659722949
0.133016697909526,0,0.2,0,0.06,0.195,0.2,0.170133390918141,0.066508348954763,0.18506669545907,0.0838583481379444,0.066508348954763,0.885377732669949
0.103938857567661,0.5,0.185,0,0.04,0.375,0.185,0.295358555698226,0.30196942878383,0.240179277849113,0.180716235544314,0.240179277849113,0.742539091344024
0.0243215630258919,0,0.15,0,0.025,0.14,0.15,0.11451649384709,0.012160781512946,0.132258246923545,0.0714730094788304,0.07,0.909600005758509
0.0932326582659191,0.3,0.2,0,0.065,0.165,0.2,0.149966056565128,0.19661632913296,0.174983028282564,0.133866452471841,0.174983028282564,0.815446524825137
0.202917708351934,0.3,0.2,0,0.02,0.23,0.2,0.179239655568136,0.251458854175967,0.189619827784068,0.177026227320012,0.189619827784068,0.754947402788519
0.115645870422614,0,0.2,0,0.035,0.225,0.2,0.181858407947142,0.0578229352113071,0.190929203973571,0.0829173797282927,0.0578229352113071,0.88633818697031
0.0222947661070676,0,0.15,0,0.025,0.17,0.15,0.136794407531106,0.0111473830535338,0.143397203765553,0.154848195606362,0.143397203765553,0.79901722532152
0.119342937267494,0,0.15,0,0.03,0.13,0.15,0.109201101950088,0.059671468633747,0.129600550975044,0.11309067320293,0.129600550975044,0.853300348991374
0.108576688834007,0.3,0.2,0,0.04,0.245,0.2,0.198820929734156,0.204288344417003,0.199410464867078,0.13456626976136,0.199410464867078,0.811566389332667
0.0202679691882433,0,0.15,0,0.01,0.16,0.15,0.123036698310092,0.0101339845941216,0.136518349155046,0.212217444583056,0.136518349155046,0.724513909969268
0.255436318314493,0.3,0.14,0,0.055,0.22,0.14,0.186587739657151,0.277718159157247,0.163293869828576,0.147004009661941,0.163293869828576,0.796108370424826
0.0623301127225328,0.1,0.15,0,0.02,0.155,0.15,0.123544871358095,0.0811650563612664,0.136772435679048,0.172645830680105,0.136772435679048,0.773474679944991
0.0202679691882433,0.1,0.15,0,0.02,0.155,0.15,0.123544871358095,0.0601339845941216,0.136772435679048,0.162302140091056,0.136772435679048,0.787921238580211
0.135259182543201,0,0.15,0,0.02,0.145,0.15,0.11611890013009,0.0676295912716007,0.133059450065045,0.183563013778882,0.133059450065045,0.760110194923963
0.00926363981161449,0.1,0.15,0,0.02,0.12,0.15,0.0975539720600765,0.0546318199058072,0.123776986030038,0.162802935311949,0.123776986030038,0.788898536521664
0.12884465802225,0.5,0.2,0,0.055,0.4,0.2,0.320255221761248,0.314422329011125,0.260127610880624,0.191516646630583,0.260127610880624,0.725689796961547
0.0903355165645876,0.3,0.2,0,0.03,0.2,0.2,0.161182900546126,0.195167758282294,0.180591450273063,0.125253069518452,0.180591450273063,0.826203555410614
0.0972862521035678,0,0.2,0,0.02,0.225,0.2,0.175526669954133,0.0486431260517839,0.187763334977066,0.0788021536762835,0.0486431260517839,0.892462049997505
0.106537869194105,0.3,0,0,0.09,0.23,0,0.208787766202178,0.203268934597053,0.104393883101089,0.102554272566047,0.104393883101089,0.863903589241727
0.0813579841067831,0.3,0.2,0,0.05,0.185,0.2,0.158486261028129,0.190678992053392,0.179243130514065,0.123307374189152,0.179243130514065,0.829089025356113
0.0173708274869118,0.1,0.15,0,0.035,0.145,0.15,0.122450638123099,0.0586854137434559,0.136225319061549,0.0649702442683351,0.0586854137434559,0.915776152870476
0.0810718767529732,0,0.2,0,0.05,0.225,0.2,0.188190145940151,0.0405359383764866,0.194095072970075,0.0782103371155207,0.0405359383764866,0.892889535345142
0.100338662419174,0.1,0.15,0,0.025,0.12,0.15,0.0996645513910795,0.100169331209587,0.12483227569554,0.151667202301709,0.12483227569554,0.801510910884217
0.0225808734608776,0.5,0,0,0.14,0.245,0,0.241032516354215,0.261290436730439,0.120516258177108,0.127268898302516,0.120516258177108,0.827318809861615
0.0749914859965002,0.3,0.2,0,0.06,0.225,0.2,0.192411304602157,0.18749574299825,0.196205652301078,0.127900465099776,0.18749574299825,0.821357343654946
0.168902782298589,0.3,0.2,0,0.065,0.2,0.2,0.175956955863146,0.234451391149295,0.187978477931573,0.147476623026956,0.187978477931573,0.794610113811652
0.00810718767529733,0.1,0.15,0,0.025,0.09,0.15,0.0773866377070634,0.0540535938376487,0.113693318853532,0.142582304230393,0.113693318853532,0.816550813599419
0.0826881489673728,0.1,0.15,0,0.035,0.11,0.15,0.0964597388250801,0.0913440744836864,0.12322986941254,0.161524647965409,0.12322986941254,0.789113525884197
0.074407248567803,0,0.2,0,0.075,0.25,0.2,0.217307970665179,0.0372036242839015,0.20865398533259,0.0819525365388304,0.0372036242839015,0.886540852693841
0.113500627454162,0,0.2,0,0.015,0.235,0.2,0.180842061851135,0.0567503137270812,0.190421030925568,0.11239044821755,0.09,0.847758017473244
0.0263483599447163,0.1,0.15,0,0.02,0.135,0.15,0.108692928902085,0.0631741799723581,0.129346464451042,0.0641735481411335,0.0631741799723581,0.917380117417358
0.112332152596768,0.3,0.2,0,0.04,0.25,0.2,0.202533915348158,0.206166076298384,0.201266957674079,0.135811011324154,0.201266957674079,0.809654067469055
0.0879985668497989,0.3,0.2,0,0.24,0.185,0.2,0.238688275606243,0.193999283424899,0.219344137803122,0.13778114040934,0.193999283424899,0.805616441652214
0.0335852028375064,0.1,0.15,0,0.02,0.17,0.15,0.134683828200103,0.0667926014187532,0.142341914100052,0.069711505172935,0.0667926014187532,0.908555815788536
0.0972862521035678,0,0.15,0,0.03,0.225,0.15,0.179747828616139,0.0486431260517839,0.164873914308069,0.0711723467866178,0.0486431260517839,0.904952432484462
0.263567651038636,0.3,0.2,0,0.02,0.245,0.2,0.190378612410144,0.281783825519318,0.195189306205072,0.15899104390813,0.195189306205072,0.776756465210933
0.102496298077534,0,0.155,0,0.05,0.24,0.155,0.199329102782159,0.0512481490387668,0.17716455139108,0.0761375668099488,0.0512481490387668,0.89699806194653
0.0932326582659191,0,0.2,0,0.045,0.21,0.2,0.17494060976714,0.0466163291329596,0.18747030488357,0.0780288780055098,0.0466163291329596,0.893592604529449
0.0315584059186821,0.1,0.15,0,0.02,0.13,0.15,0.104979943288082,0.0657792029593411,0.127489971644041,0.0744230582011273,0.0657792029593411,0.90402188424007
0.14303223645402,0,0,0,0.065,0.405,0,0.328189366037257,0.0715161182270101,0.164094683018628,0.0785369337485461,0.0715161182270101,0.894423547324447
0.105393439778865,0.3,0.2,0,0.025,0.215,0.2,0.170211278057131,0.202696719889433,0.185105639028565,0.129267452972666,0.185105639028565,0.820134543329728
0.0924807595330393,0.3,0.17,0,0.045,0.13,0.17,0.115532839943097,0.19624037976652,0.142766419971548,0.113002266579356,0.142766419971548,0.846330366906701
0.0419098833141292,0.1,0.15,0,0.025,0.095,0.15,0.0810996233210661,0.0709549416570646,0.115549811660533,0.162168251105866,0.115549811660533,0.789945242226399
0.0891790644282705,0.3,0.2,0,0.055,0.25,0.2,0.208865653341167,0.194589532214135,0.204432826670584,0.133007452961573,0.194589532214135,0.813470624353359
0.0222947661070676,0,0.15,0,0.035,0.115,0.15,0.100172724439083,0.0111473830535338,0.125086362219541,0.0554112484243584,0.03,0.93149720572087
0.0940669348851947,0,0.15,0,0.035,0.16,0.15,0.133589594965107,0.0470334674425973,0.141794797482553,0.0929427549750503,0.09,0.878946050158021
0.189088309126797,0.1,0.15,0,0.07,0.105,0.15,0.107520808528098,0.144544154563398,0.128760404264049,0.191101519609149,0.144544154563398,0.747493846466537
0.06832685781133,0,0.2,0,0.015,0.2,0.2,0.154851162553117,0.034163428905665,0.177425581276558,0.0705296700607411,0.034163428905665,0.905037661229276
0.107992451405309,0.3,0.2,0,0.065,0.245,0.2,0.209373826389171,0.203996225702655,0.204686913194585,0.136227712965747,0.203996225702655,0.808827016280281
0.11465707959048,0.3,0.2,0,0.03,0.255,0.2,0.202025742300155,0.20732853979524,0.201012871150078,0.136113803648439,0.201012871150078,0.809236003228538
